,date,stock_code,open,close,high,low,volume,MA5,MA20,MA60,RSI,MACD,Signal_Line,MACD_hist,BB_upper,BB_middle,BB_lower,Volume_MA,Volume_Ratio,ATR,Volatility,ROC,MACD_signal,RSI_signal
21,2025-03-05,600036,41.96,42.89,42.91,41.75,632037.00,42.23,41.56,39.82,66.54,0.58,0.57,0.01,42.95,41.56,40.18,517700.85,1.22,0.68,1.58,2.17,金叉,中性
22,2025-03-04,600036,41.91,41.80,42.10,41.77,317245.00,41.95,41.42,39.72,58.04,0.53,0.57,-0.04,42.83,41.42,40.01,511338.45,0.62,0.64,1.52,-0.59,死叉,中性
23,2025-03-03,600036,42.12,42.05,42.62,41.95,470149.00,41.80,41.36,39.63,61.36,0.55,0.58,-0.02,42.80,41.36,39.93,521779.20,0.90,0.69,1.64,0.79,死叉,中性
24,2025-02-28,600036,42.38,42.05,42.66,42.05,705424.00,41.64,41.27,39.53,61.36,0.56,0.58,-0.02,42.75,41.27,39.80,527004.35,1.34,0.67,1.61,0.05,死叉,中性
25,2025-02-27,600036,41.60,42.38,42.40,41.28,622597.00,41.51,41.16,39.44,65.63,0.56,0.59,-0.03,42.72,41.16,39.60,522064.05,1.19,0.70,1.65,1.61,死叉,中性
26,2025-02-26,600036,41.13,41.48,41.70,41.05,476447.00,41.41,41.02,39.34,58.28,0.51,0.60,-0.09,42.64,41.02,39.39,520379.80,0.92,0.65,1.57,-0.34,死叉,中性
27,2025-02-25,600036,41.15,41.03,41.44,40.91,507321.00,41.51,40.95,39.25,53.68,0.54,0.62,-0.08,42.61,40.95,39.29,516591.70,0.98,0.65,1.58,0.12,死叉,中性
28,2025-02-24,600036,41.39,41.27,41.75,41.10,571107.00,41.71,40.90,39.18,56.78,0.61,0.64,-0.03,42.60,40.90,39.21,518354.40,1.10,0.68,1.66,1.65,死叉,中性
29,2025-02-21,600036,41.96,41.40,41.99,41.22,595256.00,41.80,40.88,39.11,58.48,0.67,0.65,0.02,42.57,40.88,39.18,513594.10,1.16,0.69,1.66,2.99,金叉,中性
30,2025-02-20,600036,42.00,41.85,42.09,41.68,407675.00,41.93,40.85,39.05,64.70,0.72,0.64,0.08,42.53,40.85,39.18,513461.00,0.79,0.71,1.70,4.10,金叉,中性
31,2025-02-19,600036,42.00,41.98,42.15,41.76,374702.00,41.90,40.79,38.98,66.61,0.73,0.62,0.11,42.40,40.79,39.19,532912.30,0.70,0.74,1.76,4.95,金叉,中性
32,2025-02-18,600036,41.51,42.05,42.48,41.51,546665.00,41.83,40.69,38.91,67.60,0.72,0.59,0.12,42.25,40.69,39.13,549577.80,0.99,0.77,1.83,3.44,金叉,中性
33,2025-02-17,600036,41.99,41.72,41.99,41.36,536126.00,41.61,40.54,38.84,65.34,0.68,0.56,0.12,42.12,40.54,38.96,552560.70,0.97,0.74,1.76,3.63,金叉,中性
34,2025-02-14,600036,41.69,42.03,42.03,41.52,498737.00,41.39,40.40,38.78,69.58,0.66,0.53,0.13,42.03,40.40,38.78,549825.65,0.91,0.76,1.80,5.52,金叉,中性
35,2025-02-13,600036,41.65,41.71,41.95,41.34,462207.00,41.02,40.25,38.71,67.56,0.60,0.50,0.10,41.80,40.25,38.70,547242.95,0.84,0.79,1.90,5.73,金叉,中性
36,2025-02-12,600036,40.96,41.62,41.66,40.56,603591.00,40.72,40.13,38.64,66.99,0.54,0.48,0.07,41.57,40.13,38.69,561706.65,1.07,0.79,1.91,3.69,金叉,中性
37,2025-02-11,600036,40.75,40.98,41.04,40.64,457771.00,40.40,39.99,38.59,62.64,0.47,0.46,0.01,41.35,39.99,38.63,556164.70,0.82,0.80,1.95,2.14,金叉,中性
38,2025-02-10,600036,40.20,40.60,40.92,39.96,581806.00,40.33,39.90,38.55,59.71,0.43,0.46,-0.02,41.24,39.90,38.56,564134.10,1.03,0.84,2.08,-0.27,死叉,中性
39,2025-02-07,600036,40.10,40.20,40.40,39.96,521066.00,40.26,39.80,38.53,56.37,0.42,0.46,-0.04,41.20,39.80,38.39,569172.95,0.92,0.82,2.03,-1.93,死叉,中性
40,2025-02-06,600036,40.00,40.20,40.38,39.73,466088.00,40.19,39.71,38.51,56.37,0.44,0.47,-0.03,41.22,39.71,38.21,575219.70,0.81,0.83,2.07,-1.08,死叉,中性
41,2025-02-05,600036,40.85,40.00,40.90,39.90,504789.00,40.04,39.67,38.49,54.76,0.46,0.48,-0.02,41.17,39.67,38.17,584101.15,0.86,0.83,2.07,0.38,死叉,中性
42,2025-01-27,600036,40.58,40.65,40.97,40.55,526060.00,40.07,39.65,38.47,61.65,0.49,0.49,0.01,41.14,39.65,38.16,592803.95,0.89,0.81,1.99,4.04,金叉,中性
43,2025-01-24,600036,39.66,40.26,40.55,39.46,574652.00,39.96,39.59,38.42,58.76,0.47,0.49,-0.02,41.00,39.59,38.17,601516.95,0.96,0.80,1.98,3.28,死叉,中性
44,2025-01-23,600036,39.67,39.83,40.23,39.52,606618.00,40.05,39.55,38.37,55.30,0.46,0.49,-0.03,40.93,39.55,38.17,599746.95,1.01,0.79,1.98,2.13,死叉,中性
45,2025-01-22,600036,40.14,39.45,40.16,39.32,588912.00,40.28,39.52,38.34,52.01,0.50,0.50,0.00,40.90,39.52,38.15,607211.70,0.97,0.77,1.95,0.43,金叉,中性
46,2025-01-21,600036,40.32,40.14,40.51,40.01,400685.00,40.52,39.51,38.33,59.39,0.57,0.50,0.08,40.89,39.51,38.13,627437.50,0.64,0.79,1.98,3.19,金叉,中性
47,2025-01-20,600036,40.98,40.12,41.07,40.11,542575.00,40.46,39.42,38.30,59.24,0.59,0.48,0.11,40.86,39.42,37.98,652537.85,0.83,0.80,2.00,2.74,金叉,中性
48,2025-01-17,600036,40.96,40.71,41.16,40.13,475901.00,40.25,39.31,38.28,66.20,0.61,0.45,0.16,40.86,39.31,37.76,652516.60,0.73,0.77,1.89,5.30,金叉,中性
49,2025-01-16,600036,40.65,40.99,41.15,40.53,592594.00,39.91,39.18,38.26,69.81,0.56,0.41,0.15,40.69,39.18,37.67,659281.35,0.90,0.76,1.85,6.44,金叉,中性
50,2025-01-15,600036,39.99,40.64,41.00,39.89,796701.00,39.51,39.06,38.24,67.77,0.46,0.37,0.09,40.32,39.06,37.79,669944.40,1.19,0.75,1.85,3.41,金叉,中性
51,2025-01-14,600036,39.09,39.85,39.97,38.90,708012.00,39.24,38.92,38.21,62.44,0.36,0.35,0.01,40.06,38.92,37.77,660264.55,1.07,0.71,1.79,0.58,金叉,中性
52,2025-01-13,600036,38.93,39.07,39.15,38.54,606323.00,39.05,38.81,38.20,55.74,0.32,0.35,-0.04,39.98,38.81,37.64,656879.75,0.92,0.70,1.80,-0.69,死叉,中性
53,2025-01-10,600036,39.34,38.98,39.45,38.81,481425.00,39.04,38.72,38.20,54.87,0.33,0.36,-0.03,40.06,38.72,37.38,682462.75,0.71,0.72,1.84,-1.27,死叉,中性
54,2025-01-09,600036,39.40,39.00,39.43,38.83,447083.00,38.98,38.71,38.19,55.10,0.35,0.37,-0.02,40.05,38.71,37.38,687735.95,0.65,0.70,1.80,-1.02,死叉,中性
55,2025-01-08,600036,38.83,39.28,39.55,38.82,751481.00,38.88,38.68,38.20,58.15,0.37,0.37,0.00,40.02,38.68,37.34,691267.25,1.09,0.70,1.77,0.15,死叉,中性
56,2025-01-07,600036,38.97,38.90,39.15,38.61,492752.00,38.88,38.64,38.18,55.01,0.36,0.37,-0.01,39.95,38.64,37.33,705640.85,0.70,0.70,1.80,1.43,死叉,中性
57,2025-01-06,600036,38.90,39.05,39.10,38.13,617159.00,39.03,38.58,38.19,56.56,0.38,0.37,0.01,39.95,38.58,37.21,705653.00,0.87,0.71,1.81,3.01,金叉,中性
58,2025-01-03,600036,38.60,38.66,39.04,38.54,682583.00,39.09,38.52,38.18,53.38,0.39,0.37,0.02,39.92,38.52,37.11,718656.85,0.95,0.67,1.74,1.68,金叉,中性
59,2025-01-02,600036,39.35,38.51,39.50,38.34,642001.00,39.25,38.43,38.18,52.12,0.44,0.37,0.07,40.00,38.43,36.85,712975.15,0.90,0.74,1.93,-0.03,金叉,中性
60,2024-12-31,600036,39.56,39.30,39.90,39.30,643717.00,39.43,38.34,38.16,60.02,0.50,0.35,0.15,40.08,38.34,36.61,711900.65,0.90,0.70,1.79,3.83,金叉,中性
61,2024-12-30,600036,39.34,39.62,39.80,39.25,678845.00,39.41,38.23,38.17,63.65,0.50,0.31,0.19,39.99,38.23,36.48,715814.10,0.95,0.70,1.77,4.98,金叉,中性
62,2024-12-27,600036,39.48,39.34,39.64,38.78,700320.00,39.16,38.08,38.13,61.77,0.45,0.27,0.19,39.87,38.08,36.29,703104.45,1.00,0.76,1.92,5.47,金叉,中性
63,2024-12-26,600036,39.40,39.48,39.54,39.01,539252.00,38.87,37.93,38.07,63.29,0.42,0.22,0.20,39.77,37.93,36.09,701307.45,0.77,0.74,1.87,1.75,金叉,中性
64,2024-12-25,600036,39.23,39.40,39.56,38.99,755913.00,38.58,37.78,38.00,62.80,0.35,0.17,0.18,39.58,37.78,35.98,696941.80,1.08,0.77,1.95,2.87,金叉,中性
65,2024-12-24,600036,38.35,39.22,39.29,38.32,993428.00,38.40,37.64,37.92,61.75,0.27,0.12,0.14,39.34,37.64,35.94,678750.00,1.46,0.78,1.99,1.61,金叉,中性
66,2024-12-23,600036,37.99,38.35,38.70,37.98,902692.00,38.13,37.50,37.82,56.17,0.18,0.09,0.09,39.12,37.50,35.88,652049.65,1.38,0.75,1.96,1.72,金叉,中性
67,2024-12-20,600036,38.05,37.91,38.28,37.86,542150.00,38.01,37.39,,52.94,0.15,0.07,0.09,39.05,37.39,35.73,633619.80,0.86,0.76,1.99,0.56,金叉,中性
68,2024-12-19,600036,38.38,38.02,38.53,38.00,611196.00,37.89,37.32,,53.86,0.16,0.05,0.11,39.01,37.32,35.62,641036.85,0.95,0.76,2.00,3.01,金叉,中性
69,2024-12-18,600036,38.02,38.52,38.66,37.86,805855.00,38.04,37.29,,58.12,0.15,0.02,0.14,38.95,37.29,35.63,627993.85,1.28,0.77,2.00,4.65,金叉,中性
70,2024-12-17,600036,37.54,37.85,38.16,37.54,603104.00,38.00,37.24,,53.55,0.09,-0.02,0.11,38.80,37.24,35.67,610265.65,0.99,0.76,2.01,1.97,金叉,中性
71,2024-12-16,600036,37.35,37.74,37.78,37.32,640316.00,38.15,37.23,,52.76,0.09,-0.05,0.13,38.78,37.23,35.68,606172.90,1.06,0.76,2.01,3.37,金叉,中性
72,2024-12-13,600036,38.45,37.30,38.60,37.28,1117983.00,38.14,37.24,,49.59,0.08,-0.08,0.16,38.80,37.24,35.67,612329.50,1.83,0.78,2.08,2.64,金叉,中性
73,2024-12-12,600036,38.29,38.80,38.83,38.21,586889.00,38.22,37.26,,62.97,0.13,-0.12,0.24,38.85,37.26,35.68,591394.20,0.99,0.72,1.86,6.39,金叉,中性
74,2024-12-11,600036,38.54,38.30,38.79,38.23,517709.00,37.84,37.23,,59.60,0.02,-0.18,0.20,38.69,37.23,35.76,595871.75,0.87,0.76,1.99,4.64,金叉,中性
75,2024-12-10,600036,38.80,38.60,38.99,38.40,1038953.00,37.54,37.20,,62.78,-0.05,-0.23,0.18,38.61,37.20,35.80,594251.50,1.75,0.75,1.94,6.07,金叉,中性
76,2024-12-09,600036,37.59,37.70,37.99,37.35,492995.00,37.25,37.15,,56.27,-0.18,-0.28,0.09,38.41,37.15,35.89,586968.30,0.84,0.69,1.83,4.09,金叉,中性
77,2024-12-06,600036,37.01,37.70,37.82,37.01,877236.00,37.01,37.18,,56.27,-0.26,-0.30,0.04,38.53,37.18,35.84,597475.85,1.47,0.70,1.85,3.43,金叉,中性
78,2024-12-05,600036,36.66,36.91,37.36,36.61,568949.00,36.74,37.24,,49.60,-0.34,-0.31,-0.03,38.75,37.24,35.72,590882.45,0.96,0.69,1.88,-1.39,死叉,中性
79,2024-12-04,600036,37.09,36.81,37.09,36.53,620511.00,36.65,37.37,,48.68,-0.37,-0.30,-0.07,39.20,37.37,35.54,599608.60,1.03,0.69,1.88,-1.79,死叉,中性
80,2024-12-03,600036,36.65,37.12,37.22,36.38,721986.00,36.61,37.46,,51.38,-0.39,-0.28,-0.10,39.34,37.46,35.58,600999.85,1.20,0.72,1.94,-1.59,死叉,中性
81,2024-12-02,600036,36.45,36.51,36.68,36.20,424652.00,36.46,37.56,,45.89,-0.44,-0.26,-0.18,39.56,37.56,35.55,596337.80,0.71,0.69,1.90,-3.67,死叉,中性
82,2024-11-29,600036,36.59,36.34,37.00,36.31,664380.00,36.40,37.67,,44.26,-0.43,-0.21,-0.22,39.68,37.67,35.66,607435.80,1.09,0.75,2.07,-3.91,死叉,中性
83,2024-11-28,600036,36.60,36.47,36.85,36.18,451939.00,36.43,37.75,,45.23,-0.40,-0.16,-0.24,39.67,37.75,35.84,609371.90,0.74,0.77,2.11,-4.18,死叉,中性
84,2024-11-27,600036,36.39,36.60,36.68,36.11,392077.00,36.62,37.80,,46.16,-0.37,-0.10,-0.27,39.63,37.80,35.97,629294.60,0.62,0.80,2.18,-3.23,死叉,中性
85,2024-11-26,600036,36.03,36.39,36.58,35.84,459421.00,36.79,37.86,,44.44,-0.34,-0.03,-0.30,39.60,37.86,36.12,644861.15,0.71,0.84,2.32,-3.19,死叉,中性
86,2024-11-25,600036,36.70,36.22,36.86,36.12,534095.00,37.06,37.97,,43.07,-0.27,0.04,-0.31,39.59,37.97,36.35,647624.20,0.82,0.86,2.37,-5.50,死叉,中性
87,2024-11-22,600036,37.43,36.45,37.55,36.36,690491.00,37.40,38.09,,44.44,-0.16,0.12,-0.28,39.50,38.09,36.67,654151.50,1.06,0.85,2.35,-6.06,死叉,中性
88,2024-11-21,600036,37.48,37.43,37.66,37.27,350336.00,37.67,38.22,,50.89,-0.04,0.19,-0.23,39.47,38.22,36.96,642023.50,0.55,0.87,2.31,-5.41,死叉,中性
89,2024-11-20,600036,37.80,37.48,37.85,37.40,451291.00,37.80,38.31,,51.24,0.01,0.25,-0.24,39.60,38.31,37.03,641322.30,0.70,0.90,2.41,-2.80,死叉,中性
90,2024-11-19,600036,37.91,37.72,38.18,37.45,521249.00,37.86,38.42,,52.87,0.07,0.31,-0.24,39.78,38.42,37.06,650112.75,0.80,0.95,2.52,-3.48,死叉,中性
91,2024-11-18,600036,38.05,37.90,38.66,37.80,763448.00,37.84,38.49,,54.06,0.12,0.37,-0.25,39.85,38.49,37.14,654076.60,1.17,0.99,2.61,-2.19,死叉,中性
92,2024-11-15,600036,38.08,37.82,38.57,37.81,699277.00,37.92,38.54,,53.63,0.16,0.44,-0.27,39.88,38.54,37.21,651781.15,1.07,0.98,2.59,-0.50,死叉,中性
93,2024-11-14,600036,37.66,38.06,38.48,37.53,676440.00,38.12,38.60,,55.08,,,,39.91,38.60,37.30,663227.00,1.02,0.98,2.58,1.87,死叉,中性
94,2024-11-13,600036,37.59,37.82,37.98,37.51,485304.00,38.42,38.63,,53.92,,,,39.91,38.63,37.34,671851.10,0.72,0.95,2.50,-0.16,死叉,中性
95,2024-11-12,600036,38.19,37.59,38.84,37.51,893289.00,38.57,38.71,,52.84,,,,39.99,38.71,37.43,698213.30,1.28,0.95,2.53,-2.62,死叉,中性
96,2024-11-11,600036,38.30,38.33,38.70,37.89,703146.00,38.87,38.75,,56.82,,,,39.93,38.75,37.58,701347.70,1.00,0.92,2.40,-0.49,死叉,中性
97,2024-11-08,600036,39.68,38.80,39.85,38.75,745368.00,38.95,38.80,,59.46,,,,39.99,38.80,37.62,730837.30,1.02,0.92,2.36,-0.77,死叉,中性
98,2024-11-07,600036,38.42,39.57,39.58,38.38,743472.00,38.79,38.79,,63.97,,,,39.98,38.79,37.59,738742.70,1.01,0.88,2.23,0.66,死叉,中性
99,2024-11-06,600036,39.00,38.56,39.08,38.15,648336.00,38.35,38.74,,60.30,,,,39.88,38.74,37.61,773234.00,0.84,0.89,2.30,-2.77,死叉,中性
100,2024-11-05,600036,38.43,39.08,39.10,38.40,628745.00,38.22,38.67,,63.39,,,,40.04,38.67,37.29,833613.80,0.75,0.91,2.33,-0.23,死叉,中性
101,2024-11-04,600036,38.10,38.75,38.75,37.41,646612.00,38.12,38.71,,62.25,,,,40.20,38.71,37.22,950828.50,0.68,0.96,2.48,-0.26,死叉,中性
102,2024-11-01,600036,37.44,38.01,38.30,37.38,703102.00,38.07,38.66,,59.63,,,,40.22,38.66,37.09,1046548.55,0.67,0.97,2.55,-2.66,死叉,中性
103,2024-10-31,600036,37.80,37.36,37.99,36.91,850393.00,38.29,38.54,,57.21,,,,40.60,38.54,36.48,1048666.35,0.81,1.00,2.68,-2.94,死叉,中性
104,2024-10-30,600036,38.51,37.88,38.90,37.61,703408.00,38.68,38.44,,59.88,,,,40.89,38.44,35.99,1093413.20,0.64,1.01,2.66,-4.10,死叉,中性
105,2024-10-29,600036,38.60,38.60,39.10,38.41,514682.00,39.04,38.25,,63.70,,,,41.36,38.25,35.14,1151054.95,0.45,1.09,2.84,0.26,死叉,中性
106,2024-10-28,600036,39.01,38.52,39.10,38.28,664641.00,39.15,37.98,,63.45,,,,41.83,37.98,34.12,1193381.75,0.56,1.26,3.27,-2.06,死叉,中性
107,2024-10-25,600036,39.25,39.10,39.49,39.06,447931.00,39.22,,,66.41,,,,,,,,,1.47,3.76,1.74,死叉,中性
108,2024-10-24,600036,39.55,39.31,39.68,39.14,336312.00,39.21,,,67.47,,,,,,,,,1.61,4.09,1.50,死叉,中性
109,2024-10-23,600036,39.06,39.66,39.94,39.02,627100.00,39.04,,,69.18,,,,,,,,,1.68,4.24,7.16,死叉,中性
110,2024-10-22,600036,38.84,39.17,39.60,38.75,600526.00,39.01,,,68.13,,,,,,,,,1.72,4.40,-2.07,死叉,中性
111,2024-10-21,600036,39.15,38.85,39.15,38.50,717539.00,38.88,,,67.46,,,,,,,,,1.76,4.53,3.30,死叉,中性
112,2024-10-18,600036,38.51,39.05,39.43,38.21,928194.00,38.97,,,,,,,,,,,,1.82,4.65,9.60,死叉,中性
113,2024-10-17,600036,39.53,38.49,39.79,38.49,848922.00,38.85,,,,,,,,,,,,,,8.79,死叉,中性
114,2024-10-16,600036,38.15,39.50,39.50,38.13,1012548.00,38.90,,,,,,,,,,,,,,15.67,死叉,中性
115,2024-10-15,600036,39.17,38.50,39.99,38.50,955977.00,38.40,,,,,,,,,,,,,,16.21,死叉,中性
116,2024-10-14,600036,39.01,39.33,39.80,38.69,1292938.00,38.70,,,,,,,,,,,,,,,死叉,中性
117,2024-10-11,600036,38.73,38.43,39.22,38.03,903476.00,38.36,,,,,,,,,,,,,,,死叉,中性
118,2024-10-10,600036,37.40,38.73,39.50,37.40,1433298.00,37.80,,,,,,,,,,,,,,,死叉,中性
119,2024-10-09,600036,39.70,37.01,39.72,37.01,1855932.00,37.13,,,,,,,,,,,,,,,死叉,中性
120,2024-10-08,600036,41.37,40.00,41.37,38.82,2973039.00,36.55,,,,,,,,,,,,,,,死叉,中性
121,2024-09-30,600036,36.35,37.61,38.00,35.92,2561013.00,35.18,,,,,,,,,,,,,,,死叉,中性
122,2024-09-27,600036,36.11,35.63,36.50,34.91,745458.00,,,,,,,,,,,,,,,,死叉,中性
123,2024-09-26,600036,34.16,35.38,35.38,33.91,1745330.00,,,,,,,,,,,,,,,,死叉,中性
124,2024-09-25,600036,33.85,34.15,34.49,33.70,1856243.00,,,,,,,,,,,,,,,,死叉,中性
125,2024-09-24,600036,31.68,33.13,33.14,31.67,1361218.00,,,,,,,,,,,,,,,,死叉,中性
