,Date,Stock_Code,Open,Close,High,Low,Volume,Amount_100M,Amplitude,Price_Change_percent,Price_Change,Turnover_Rate
34,2025-02-20,300750,272.80,270.20,272.80,267.00,195890,52.67,2.12,-1.22,-3.35,0.50
35,2025-02-19,300750,268.57,273.55,276.00,268.55,204455,55.80,2.75,1.03,2.78,0.52
36,2025-02-18,300750,272.96,270.77,275.50,269.00,238458,64.98,2.41,0.51,1.37,0.61
37,2025-02-17,300750,274.90,269.40,274.90,266.02,241830,65.13,3.29,-0.11,-0.31,0.62
38,2025-02-14,300750,261.53,269.71,273.00,261.53,387800,104.10,4.39,3.18,8.32,0.99
39,2025-02-13,300750,255.99,261.39,263.99,255.10,375350,98.03,3.48,2.39,6.09,0.96
40,2025-02-12,300750,250.01,255.30,256.00,247.08,273822,69.03,3.54,1.39,3.50,0.70
41,2025-02-11,300750,260.44,251.80,260.50,251.06,247920,62.68,3.65,-2.57,-6.65,0.64
42,2025-02-10,300750,261.28,258.45,261.47,255.18,229267,59.28,2.41,-1.08,-2.83,0.59
43,2025-02-07,300750,257.00,261.28,262.56,251.62,344413,89.23,4.32,3.23,8.18,0.88
44,2025-02-06,300750,251.00,253.10,253.49,249.20,248961,62.62,1.70,0.39,0.98,0.64
45,2025-02-05,300750,260.00,252.12,262.00,251.05,240481,61.42,4.26,-1.90,-4.88,0.62
46,2025-01-27,300750,260.63,257.00,262.97,257.00,171026,44.60,2.29,-1.39,-3.62,0.44
47,2025-01-24,300750,256.01,260.62,264.78,256.01,224398,58.76,3.42,1.70,4.35,0.58
48,2025-01-23,300750,258.62,256.27,261.27,255.75,165537,42.92,2.15,-0.19,-0.50,0.42
49,2025-01-22,300750,260.77,256.77,263.67,252.98,250407,64.40,4.07,-2.35,-6.18,0.64
50,2025-01-21,300750,267.27,262.95,267.53,261.99,138933,36.81,2.10,-0.51,-1.34,0.36
51,2025-01-20,300750,255.27,264.29,266.38,255.08,342835,90.49,4.52,5.60,14.02,0.88
52,2025-01-17,300750,247.27,250.27,252.27,246.85,111066,27.86,2.18,0.63,1.57,0.28
53,2025-01-16,300750,250.77,248.70,253.37,247.03,161884,40.57,2.54,-0.38,-0.94,0.41
54,2025-01-15,300750,254.97,249.64,255.17,248.44,150627,37.99,2.64,-2.09,-5.33,0.39
55,2025-01-14,300750,246.48,254.97,255.77,243.98,202467,51.09,4.80,3.78,9.29,0.52
56,2025-01-13,300750,242.27,245.68,248.77,240.77,180922,44.68,3.27,0.37,0.91,0.46
57,2025-01-10,300750,245.27,244.77,248.72,243.45,147294,36.43,2.14,-0.54,-1.33,0.38
58,2025-01-09,300750,240.12,246.10,249.02,239.93,169329,41.69,3.72,0.82,1.99,0.43
59,2025-01-08,300750,244.76,244.11,247.08,242.09,271858,66.82,2.01,-1.66,-4.11,0.70
60,2025-01-07,300750,241.77,248.22,250.77,239.85,401036,99.35,4.27,-2.86,-7.30,1.03
61,2025-01-06,300750,256.77,255.52,258.77,251.77,172891,44.33,2.73,-0.34,-0.88,0.44
62,2025-01-03,300750,257.55,256.40,261.77,255.98,185238,48.12,2.25,-0.45,-1.15,0.47
63,2025-01-02,300750,265.02,257.55,265.07,255.77,233546,60.91,3.51,-2.73,-7.22,0.60
64,2024-12-31,300750,263.86,264.77,269.27,263.86,249340,66.95,2.04,-0.22,-0.58,0.64
65,2024-12-30,300750,259.65,265.35,266.27,259.28,226314,60.14,2.68,1.76,4.58,0.58
66,2024-12-27,300750,259.34,260.77,262.19,253.77,243519,63.38,3.24,0.29,0.75,0.62
67,2024-12-26,300750,265.97,260.02,265.97,259.77,224438,58.98,2.32,-2.52,-6.72,0.58
68,2024-12-25,300750,267.68,266.74,269.68,265.03,114138,30.59,1.74,-0.10,-0.26,0.29
69,2024-12-24,300750,261.77,267.00,267.02,261.77,196154,52.30,2.00,1.80,4.73,0.50
70,2024-12-23,300750,261.48,262.27,267.65,261.48,206394,54.83,2.36,0.30,0.79,0.53
71,2024-12-20,300750,268.56,261.48,269.57,259.09,277401,73.13,3.90,-2.64,-7.08,0.71
72,2024-12-19,300750,268.03,268.56,271.12,265.39,153460,41.38,2.12,-0.60,-1.62,0.39
73,2024-12-18,300750,273.08,270.18,273.50,269.08,150853,41.10,1.62,-0.88,-2.39,0.39
74,2024-12-17,300750,265.77,272.57,276.77,265.31,282146,77.46,4.31,2.48,6.60,0.72
75,2024-12-16,300750,264.99,265.97,268.27,262.82,162575,43.34,2.05,0.06,0.17,0.42
76,2024-12-13,300750,268.65,265.80,270.77,264.77,283164,75.96,2.20,-2.45,-6.68,0.73
77,2024-12-12,300750,264.67,272.48,274.15,263.97,223295,60.56,3.83,2.49,6.61,0.57
78,2024-12-11,300750,272.73,265.87,278.27,265.29,194008,52.62,4.82,-1.29,-3.47,0.50
79,2024-12-10,300750,280.05,269.34,280.27,268.10,329044,90.35,4.56,0.94,2.52,0.84
80,2024-12-09,300750,265.76,266.82,268.43,263.18,224561,60.05,1.98,0.57,1.50,0.58
81,2024-12-06,300750,254.77,265.32,268.67,253.77,330381,87.20,5.85,4.14,10.55,0.85
82,2024-12-05,300750,256.76,254.77,257.72,253.78,160216,41.09,1.53,-1.15,-2.97,0.41
83,2024-12-04,300750,258.77,257.74,260.77,256.27,161814,41.87,1.73,-1.10,-2.87,0.41
84,2024-12-03,300750,259.77,260.61,261.76,257.77,173108,45.15,1.53,-0.13,-0.35,0.44
85,2024-12-02,300750,257.41,260.96,262.32,255.98,206475,53.88,2.44,0.37,0.95,0.53
86,2024-11-29,300750,250.00,260.01,266.76,250.00,313663,81.92,6.61,2.58,6.54,0.80
87,2024-11-28,300750,257.97,253.47,258.30,252.27,223556,57.28,2.33,-2.01,-5.20,0.57
88,2024-11-27,300750,253.47,258.67,259.67,250.24,274007,70.34,3.69,1.24,3.18,0.70
89,2024-11-26,300750,260.34,255.49,262.74,254.43,273604,70.76,3.16,-2.81,-7.38,0.70
90,2024-11-25,300750,261.83,262.87,265.33,259.95,262391,69.24,2.09,1.94,5.00,0.67
91,2024-11-22,300750,266.70,257.87,267.77,257.65,225551,59.38,3.79,-3.43,-9.16,0.58
92,2024-11-21,300750,264.43,267.03,270.20,262.43,205508,55.11,2.92,0.27,0.71,0.53
93,2024-11-20,300750,265.72,266.32,268.67,263.37,227088,60.61,1.98,-0.44,-1.17,0.58
94,2024-11-19,300750,260.79,267.49,270.77,256.77,348129,92.11,5.35,2.22,5.80,0.89
95,2024-11-18,300750,264.33,261.69,269.72,259.77,306500,81.36,3.76,-1.00,-2.64,0.79
96,2024-11-15,300750,268.27,264.33,273.77,264.33,351983,94.88,3.45,-3.45,-9.44,0.90
97,2024-11-14,300750,281.77,273.77,283.76,273.43,426572,119.41,3.68,-2.49,-7.00,1.09
98,2024-11-13,300750,267.77,280.77,286.97,265.54,557737,154.10,7.88,3.30,8.98,1.43
99,2024-11-12,300750,277.05,271.79,283.97,269.75,744030,207.64,5.34,2.07,5.52,1.91
100,2024-11-11,300750,251.12,266.27,267.76,249.78,491539,128.45,7.02,3.90,10.00,1.26
101,2024-11-08,300750,268.43,256.27,270.77,255.87,402941,106.13,5.70,-2.03,-5.30,1.03
102,2024-11-07,300750,256.77,261.57,261.57,252.65,335710,86.99,3.49,2.47,6.30,0.86
103,2024-11-06,300750,257.76,255.27,268.27,252.27,452393,118.40,6.15,-1.88,-4.89,1.16
104,2024-11-05,300750,249.35,260.16,261.59,247.90,484821,125.47,5.48,4.08,10.19,1.24
105,2024-11-04,300750,242.77,249.97,253.07,242.77,242472,60.75,4.20,2.04,5.00,0.62
106,2024-11-01,300750,245.30,244.97,248.59,243.95,259158,64.18,1.90,0.09,0.22,0.66
107,2024-10-31,300750,245.76,244.75,249.27,242.77,255003,62.86,2.63,-0.83,-2.05,0.65
108,2024-10-30,300750,248.77,246.80,251.07,243.27,271344,67.35,3.11,-1.50,-3.75,0.70
109,2024-10-29,300750,255.01,250.55,256.48,250.01,269948,68.53,2.54,-1.75,-4.46,0.69
110,2024-10-28,300750,254.90,255.01,257.38,251.77,276019,70.53,2.18,-1.02,-2.64,0.71
111,2024-10-25,300750,251.11,257.65,263.77,245.07,578986,148.88,7.63,5.19,12.72,1.48
112,2024-10-24,300750,248.54,244.93,250.27,243.77,214658,52.98,2.62,-1.27,-3.14,0.55
113,2024-10-23,300750,246.58,248.07,253.71,245.63,321541,80.77,3.24,-0.50,-1.25,0.82
114,2024-10-22,300750,252.77,249.32,253.33,246.03,278760,69.86,2.90,-1.11,-2.81,0.71
115,2024-10-21,300750,257.77,252.13,261.30,250.52,584558,149.73,4.34,1.40,3.47,1.50
116,2024-10-18,300750,228.77,248.66,257.65,228.37,680138,167.35,12.72,7.99,18.39,1.74
117,2024-10-17,300750,232.77,230.27,237.65,229.63,261647,61.36,3.45,-1.01,-2.35,0.67
118,2024-10-16,300750,237.59,232.62,237.59,232.10,335860,79.18,2.29,-3.07,-7.37,0.86
119,2024-10-15,300750,248.58,239.99,249.61,239.90,327653,80.58,3.91,-3.42,-8.50,0.84
120,2024-10-14,300750,248.76,248.49,251.57,243.71,467599,116.72,3.27,3.30,7.93,1.20
121,2024-10-11,300750,254.27,240.56,254.27,236.70,476402,116.68,6.84,-6.31,-16.21,1.22
122,2024-10-10,300750,253.77,256.77,264.76,248.93,608338,157.87,6.24,1.18,3.00,1.56
123,2024-10-09,300750,278.67,253.77,278.76,253.77,1086916,290.17,8.39,-14.78,-44.00,2.79
124,2024-10-08,300750,294.77,297.77,300.27,266.43,1376465,392.85,13.50,18.79,47.11,3.53
125,2024-09-30,300750,231.79,250.66,253.77,230.77,913611,222.47,10.20,11.12,25.08,2.34
126,2024-09-27,300750,210.77,225.58,230.45,210.44,701813,155.68,9.80,10.43,21.30,1.80
127,2024-09-26,300750,202.47,204.28,206.10,197.70,354893,71.90,4.16,1.19,2.41,0.91
128,2024-09-25,300750,206.16,201.87,206.17,201.36,420101,86.07,2.45,2.84,5.58,1.08
129,2024-09-24,300750,190.73,196.29,196.94,187.66,354517,68.92,4.96,4.98,9.32,0.91
