,date,stock_code,open,close,high,low,volume,MA5,MA20,MA60,RSI,MACD,Signal_Line,MACD_hist,BB_upper,BB_middle,BB_lower,Volume_MA,Volume_Ratio,ATR,Volatility,ROC,MACD_signal,RSI_signal
14,2025-03-14,300750,253.00,262.00,264.85,252.65,351089.00,256.28,265.37,260.91,50.28,-1.31,0.13,-1.44,279.13,265.37,251.60,244039.00,1.44,7.54,2.88,-0.87,死叉,中性
15,2025-03-13,300750,254.00,253.22,259.20,253.00,168852.00,256.04,265.75,260.97,40.98,-1.57,0.49,-2.06,279.55,265.75,251.96,245874.55,0.69,7.20,2.84,-6.21,死叉,中性
16,2025-03-12,300750,256.01,254.50,256.62,251.49,199147.00,258.25,266.16,261.24,42.04,-1.00,1.01,-2.00,278.84,266.16,253.49,256199.45,0.78,7.40,2.91,-5.26,死叉,中性
17,2025-03-11,300750,253.07,255.20,255.50,253.05,171351.00,259.55,266.20,261.44,42.60,-0.37,1.51,-1.88,278.73,266.20,253.68,259933.20,0.66,7.51,2.94,-5.30,死叉,中性
18,2025-03-10,300750,261.80,256.50,261.86,253.61,286751.00,261.11,266.03,261.61,43.61,0.36,1.98,-1.62,279.26,266.03,252.81,263761.65,1.09,7.79,3.04,-5.52,死叉,中性
19,2025-03-07,300750,262.96,260.76,263.58,258.68,222871.00,264.52,266.13,261.58,46.98,1.15,2.38,-1.23,279.09,266.13,253.18,260887.45,0.85,7.67,2.94,-5.37,死叉,中性
20,2025-03-06,300750,262.25,264.31,265.53,261.00,250273.00,265.23,266.16,261.53,49.98,1.71,2.69,-0.98,279.07,266.16,253.24,266964.55,0.94,7.90,2.99,-2.18,死叉,中性
21,2025-03-05,300750,263.00,260.99,263.89,258.50,208696.00,266.36,265.60,261.47,47.05,2.04,2.93,-0.89,279.76,265.60,251.43,266898.95,0.78,8.40,3.22,-4.59,死叉,中性
22,2025-03-04,300750,270.00,263.00,271.00,262.73,268365.00,267.89,265.15,261.47,48.65,2.77,3.16,-0.39,280.43,265.15,249.87,268488.20,1.00,8.65,3.29,-2.87,死叉,中性
23,2025-03-03,300750,265.00,273.53,279.30,262.24,387364.00,269.19,264.85,261.42,58.31,3.46,3.26,0.20,280.54,264.85,249.16,263621.25,1.47,8.52,3.11,1.53,金叉,中性
24,2025-02-28,300750,269.60,264.30,271.31,263.61,222655.00,268.78,264.21,261.09,50.27,3.21,3.21,0.00,279.45,264.21,248.97,255472.95,0.87,7.97,3.02,-2.01,金叉,中性
25,2025-02-27,300750,270.27,270.00,271.70,267.67,231851.00,271.03,263.81,260.99,56.52,3.79,3.20,0.58,279.45,263.81,248.16,252617.05,0.92,7.87,2.92,3.29,金叉,中性
26,2025-02-26,300750,271.45,268.62,272.88,267.18,211731.00,271.07,263.14,260.75,55.27,3.89,3.06,0.83,278.81,263.14,247.48,253544.85,0.84,8.37,3.12,5.22,金叉,中性
27,2025-02-25,300750,267.48,269.48,274.00,264.51,232094.00,272.06,262.86,260.66,56.21,4.11,2.85,1.26,278.31,262.86,247.41,249904.95,0.93,8.27,3.07,7.02,金叉,中性
28,2025-02-24,300750,273.01,271.50,274.70,268.16,277538.00,272.31,262.60,260.46,58.36,4.23,2.54,1.70,277.76,262.60,247.45,255442.00,1.09,8.37,3.08,5.05,金叉,中性
29,2025-02-21,300750,268.58,275.55,276.88,267.78,309519.00,271.89,261.54,260.39,62.84,4.13,2.11,2.02,277.04,261.54,246.04,247118.40,1.25,8.27,3.00,5.46,金叉,中性
30,2025-02-20,300750,272.80,270.20,272.80,267.00,195890.00,270.73,260.20,260.23,58.98,3.52,1.61,1.92,275.23,260.20,245.16,239736.65,0.82,8.25,3.05,6.76,金叉,中性
31,2025-02-19,300750,268.57,273.55,276.00,268.55,204455.00,268.96,259.17,260.19,62.77,3.25,1.13,2.12,274.14,259.17,244.20,237473.50,0.86,8.17,2.99,8.50,金叉,中性
32,2025-02-18,300750,272.96,270.77,275.50,269.00,238458.00,265.31,258.24,259.99,60.83,2.50,0.60,1.90,271.68,258.24,244.80,237374.10,1.00,8.40,3.10,5.36,金叉,中性
33,2025-02-17,300750,274.90,269.40,274.90,266.02,241830.00,261.52,256.99,259.88,59.87,1.80,0.12,1.68,270.18,256.99,243.79,234497.30,1.03,8.34,3.09,3.37,金叉,中性
34,2025-02-14,300750,261.53,269.71,273.00,261.53,387800.00,259.33,255.75,259.96,60.18,1.01,-0.30,1.31,268.66,255.75,242.84,229770.50,1.69,8.85,3.28,5.24,金叉,中性
35,2025-02-13,300750,255.99,261.39,263.99,255.10,375350.00,257.64,254.57,260.14,54.30,-0.03,-0.62,0.59,266.38,254.57,242.77,218846.95,1.72,8.41,3.22,1.80,金叉,中性
36,2025-02-12,300750,250.01,255.30,256.00,247.08,273822.00,255.99,253.71,260.31,49.20,-0.52,-0.77,0.25,265.94,253.71,241.48,213672.35,1.28,8.23,3.22,-2.91,金叉,中性
37,2025-02-11,300750,260.44,251.80,260.50,251.06,247920.00,255.35,253.36,260.50,45.98,-0.52,-0.84,0.31,265.80,253.36,240.91,220033.05,1.13,8.07,3.21,-4.73,金叉,中性
38,2025-02-10,300750,261.28,258.45,261.47,255.18,229267.00,256.39,253.54,260.57,51.76,-0.15,-0.91,0.76,266.00,253.54,241.09,216281.60,1.06,8.24,3.19,3.27,金叉,中性
39,2025-02-07,300750,257.00,261.28,262.56,251.62,344413.00,256.82,253.44,260.62,54.47,-0.36,-1.10,0.74,265.76,253.44,241.12,214080.15,1.61,8.36,3.20,5.06,金叉,中性
40,2025-02-06,300750,251.00,253.10,253.49,249.20,248961.00,255.82,253.25,260.52,47.03,-0.90,-1.29,0.39,265.18,253.25,241.33,208536.80,1.19,7.96,3.14,1.39,金叉,中性
41,2025-02-05,300750,260.00,252.12,262.00,251.05,240481.00,256.56,253.84,260.64,46.05,-0.75,-1.39,0.63,266.82,253.84,240.85,208555.75,1.15,8.30,3.29,-1.12,金叉,中性
42,2025-01-27,300750,260.63,257.00,262.97,257.00,171026.00,258.72,254.50,260.60,50.36,-0.45,-1.54,1.09,268.43,254.50,240.56,207847.40,0.82,7.96,3.10,4.61,金叉,中性
43,2025-01-24,300750,256.01,260.62,264.78,256.01,224398.00,260.18,254.69,260.40,53.83,-0.56,-1.82,1.26,268.86,254.69,240.51,211472.05,1.06,8.65,3.32,6.48,金叉,中性
44,2025-01-23,300750,258.62,256.27,261.27,255.75,165537.00,258.11,254.66,260.14,49.99,-1.05,-2.13,1.08,268.78,254.66,240.53,211474.05,0.78,8.52,3.33,4.13,金叉,中性
45,2025-01-22,300750,260.77,256.77,263.67,252.98,250407.00,256.60,255.18,259.98,50.44,-1.22,-2.40,1.18,270.30,255.18,240.06,208904.10,1.20,8.54,3.33,5.19,金叉,中性
46,2025-01-21,300750,267.27,262.95,267.53,261.99,138933.00,255.17,255.69,259.88,56.22,-1.48,-2.70,1.22,271.70,255.69,239.68,206191.45,0.67,8.44,3.21,5.93,金叉,中性
47,2025-01-20,300750,255.27,264.29,266.38,255.08,342835.00,253.57,255.66,259.75,57.56,-2.41,-3.00,0.59,271.61,255.66,239.71,209564.50,1.64,8.43,3.19,3.43,金叉,中性
48,2025-01-17,300750,247.27,250.27,252.27,246.85,111066.00,249.85,255.52,259.64,44.89,-3.70,-3.15,-0.55,271.19,255.52,239.84,206292.80,0.54,7.78,3.11,-2.39,死叉,中性
49,2025-01-16,300750,250.77,248.70,253.37,247.03,161884.00,248.75,256.43,259.55,43.12,-3.87,-3.01,-0.86,272.93,256.43,239.93,208412.50,0.78,7.99,3.21,-3.44,死叉,中性
50,2025-01-15,300750,254.97,249.64,255.17,248.44,150627.00,248.23,257.51,259.54,43.91,-3.86,-2.80,-1.07,274.67,257.51,240.34,207860.95,0.72,8.04,3.22,-5.71,死叉,中性
51,2025-01-14,300750,246.48,254.97,255.77,243.98,202467.00,247.13,258.65,259.53,48.54,-3.89,-2.53,-1.37,276.65,258.65,240.66,214436.90,0.94,7.89,3.10,-3.91,死叉,中性
52,2025-01-13,300750,242.27,245.68,248.77,240.77,180922.00,245.78,259.20,259.48,37.94,-4.42,-2.19,-2.24,277.39,259.20,241.01,212442.30,0.85,7.42,3.02,-5.79,死叉,中性
53,2025-01-10,300750,245.27,244.77,248.72,243.45,147294.00,247.74,260.21,259.53,36.76,-4.09,-1.63,-2.46,277.45,260.21,242.96,217554.40,0.68,7.29,2.98,-5.86,死叉,中性
54,2025-01-09,300750,240.12,246.10,249.02,239.93,169329.00,250.07,261.59,259.29,37.73,-3.51,-1.01,-2.49,278.05,261.59,245.14,221354.45,0.76,7.67,3.11,-7.74,死叉,中性
55,2025-01-08,300750,244.76,244.11,247.08,242.09,271858.00,252.36,262.58,259.07,35.34,-2.85,-0.39,-2.46,277.41,262.58,247.75,222588.40,1.22,7.43,3.04,-8.57,死叉,中性
56,2025-01-07,300750,241.77,248.22,250.77,239.85,401036.00,256.49,263.84,259.00,38.15,-1.77,0.22,-1.99,276.14,263.84,251.55,225447.70,1.78,7.30,2.94,-5.36,死叉,中性
57,2025-01-06,300750,256.77,255.52,258.77,251.77,172891.00,259.92,264.77,259.00,43.90,-0.78,0.72,-1.51,274.67,264.77,254.88,216623.95,0.80,7.00,2.74,-2.28,死叉,中性
58,2025-01-03,300750,257.55,256.40,261.77,255.98,185238.00,260.97,265.26,258.75,44.66,-0.26,1.10,-1.35,274.15,265.26,256.38,224498.45,0.83,6.89,2.69,-4.53,死叉,中性
59,2025-01-02,300750,265.02,257.55,265.07,255.77,233546.00,261.69,265.18,258.76,45.61,0.33,1.44,-1.10,274.43,265.18,255.93,223247.35,1.05,7.03,2.73,-4.67,死叉,中性
60,2024-12-31,300750,263.86,264.77,269.27,263.86,249340.00,263.53,265.19,258.70,52.06,0.96,1.71,-0.75,274.41,265.19,255.97,219660.75,1.14,7.09,2.68,-2.86,死叉,中性
61,2024-12-30,300750,259.65,265.35,266.27,259.28,226314.00,263.98,264.98,259.25,52.62,1.02,1.90,-0.88,274.43,264.98,255.54,215849.15,1.05,7.63,2.88,-0.23,死叉,中性
62,2024-12-27,300750,259.34,260.77,262.19,253.77,243519.00,263.36,264.76,259.00,48.60,1.01,2.12,-1.11,274.37,264.76,255.15,214857.20,1.13,8.09,3.10,-1.89,死叉,中性
63,2024-12-26,300750,265.97,260.02,265.97,259.77,224438.00,263.50,264.73,258.42,47.92,1.46,2.40,-0.94,274.41,264.73,255.04,218364.40,1.03,7.87,3.03,-4.57,死叉,中性
64,2024-12-25,300750,267.68,266.74,269.68,265.03,114138.00,265.21,264.40,257.49,53.77,2.08,2.64,-0.55,275.14,264.40,253.66,218320.30,0.52,8.43,3.16,0.33,死叉,中性
65,2024-12-24,300750,261.77,267.00,267.02,261.77,196154.00,265.90,263.99,256.40,54.01,2.16,2.77,-0.61,274.97,263.99,253.02,226313.75,0.87,8.38,3.14,-0.87,死叉,中性
66,2024-12-23,300750,261.48,262.27,267.65,261.48,206394.00,267.01,263.42,255.23,50.31,2.21,2.93,-0.72,274.92,263.42,251.92,230186.25,0.90,8.33,3.18,-1.71,死叉,中性
67,2024-12-20,300750,268.56,261.48,269.57,259.09,277401.00,267.75,263.45,,49.69,2.72,3.11,-0.39,274.94,263.45,251.96,232986.10,1.19,8.18,3.13,-1.45,死叉,中性
68,2024-12-19,300750,268.03,268.56,271.12,265.39,153460.00,268.62,263.27,,55.52,3.41,3.20,0.21,275.00,263.27,251.53,230393.60,0.67,7.88,2.93,5.41,金叉,中性
69,2024-12-18,300750,273.08,270.18,273.50,269.08,150853.00,269.40,263.19,,56.94,3.52,3.15,0.37,274.80,263.19,251.58,232996.00,0.65,8.67,3.21,4.83,金叉,中性
70,2024-12-17,300750,265.77,272.57,276.77,265.31,282146.00,268.54,263.00,,59.01,3.44,3.06,0.39,274.24,263.00,251.76,236807.75,1.19,8.81,3.23,4.59,金叉,中性
71,2024-12-16,300750,264.99,265.97,268.27,262.82,162575.00,267.89,262.75,,54.80,3.06,2.96,0.09,273.28,262.75,252.21,240106.90,0.68,8.66,3.26,1.92,金叉,中性
72,2024-12-13,300750,268.65,265.80,270.77,264.77,283164.00,268.06,262.53,,54.69,3.19,2.94,0.25,272.97,262.53,252.09,247303.15,1.15,8.88,3.34,2.23,金叉,中性
73,2024-12-12,300750,264.67,272.48,274.15,263.97,223295.00,267.97,262.46,,60.09,3.32,2.88,0.45,272.82,262.46,252.10,250744.10,0.89,8.86,3.25,7.50,金叉,中性
74,2024-12-11,300750,272.73,265.87,278.27,265.29,194008.00,264.42,262.52,,56.11,2.77,2.76,0.01,273.16,262.52,251.89,260907.95,0.74,8.86,3.33,2.78,金叉,中性
75,2024-12-10,300750,280.05,269.34,280.27,268.10,329044.00,262.80,263.27,,58.97,2.70,2.76,-0.06,276.63,263.27,249.91,279094.40,1.18,8.48,3.15,5.42,死叉,中性
76,2024-12-09,300750,265.76,266.82,268.43,263.18,224561.00,261.05,263.39,,57.51,2.21,2.78,-0.56,277.03,263.39,249.75,299843.70,0.75,7.90,2.96,1.50,死叉,中性
77,2024-12-06,300750,254.77,265.32,268.67,253.77,330381.00,259.88,263.36,,56.65,1.82,2.92,-1.10,276.97,263.36,249.75,313192.60,1.05,8.53,3.21,2.89,死叉,中性
78,2024-12-05,300750,256.76,254.77,257.72,253.78,160216.00,258.82,262.91,,50.09,1.44,3.19,-1.75,276.84,262.91,248.98,316820.60,0.51,8.17,3.21,-4.59,死叉,中性
79,2024-12-04,300750,258.77,257.74,260.77,256.27,161814.00,258.56,263.25,,52.15,2.01,3.63,-1.61,276.67,263.25,249.83,325595.30,0.50,8.56,3.32,-3.22,死叉,中性
80,2024-12-03,300750,259.77,260.61,261.76,257.77,173108.00,258.74,263.13,,54.16,2.41,4.03,-1.62,276.80,263.13,249.45,340124.25,0.51,8.98,3.45,-2.57,死叉,中性
81,2024-12-02,300750,257.41,260.96,262.32,255.98,206475.00,257.72,263.10,,54.39,2.59,4.44,-1.85,276.80,263.10,249.41,355709.90,0.58,10.23,3.92,-0.28,死叉,中性
82,2024-11-29,300750,250.00,260.01,266.76,250.00,313663.00,258.10,262.55,,53.89,2.75,4.90,-2.15,277.44,262.55,247.67,357509.75,0.88,11.04,4.25,-1.63,死叉,中性
83,2024-11-28,300750,257.97,253.47,258.30,252.27,223556.00,257.67,261.80,,50.35,3.00,5.44,-2.43,278.62,261.80,244.98,354784.50,0.63,11.13,4.39,-7.41,死叉,中性
84,2024-11-27,300750,253.47,258.67,259.67,250.24,274007.00,260.39,261.37,,53.37,3.95,6.04,-2.09,279.50,261.37,243.23,356356.85,0.77,11.73,4.54,-7.87,死叉,中性
85,2024-11-26,300750,260.34,255.49,262.74,254.43,273604.00,261.92,260.77,,51.73,4.58,6.57,-1.99,280.02,260.77,241.53,356223.70,0.77,11.70,4.58,-6.00,死叉,中性
86,2024-11-25,300750,261.83,262.87,265.33,259.95,262391.00,264.32,260.53,,55.98,5.64,7.06,-1.43,280.18,260.53,240.87,356040.90,0.74,12.24,4.65,-1.28,死叉,中性
87,2024-11-22,300750,266.70,257.87,267.77,257.65,225551.00,264.08,260.13,,53.58,6.15,7.42,-1.27,279.90,260.13,240.36,356722.30,0.63,12.68,4.92,0.62,死叉,中性
88,2024-11-21,300750,264.43,267.03,270.20,262.43,205508.00,265.37,260.12,,59.06,7.22,7.74,-0.51,279.90,260.12,240.34,374394.05,0.55,12.69,4.75,2.09,死叉,中性
89,2024-11-20,300750,265.72,266.32,268.67,263.37,227088.00,266.72,259.02,,58.75,7.56,7.87,-0.31,279.62,259.02,238.41,374851.55,0.61,12.47,4.68,4.33,死叉,中性
90,2024-11-19,300750,260.79,267.49,270.77,256.77,348129.00,269.61,258.10,,59.43,7.95,7.94,0.01,278.96,258.10,237.25,379574.20,0.92,12.56,4.69,2.82,金叉,中性
91,2024-11-18,300750,264.33,261.69,269.72,259.77,306500.00,270.47,257.20,,57.17,8.21,7.94,0.27,277.91,257.20,236.48,376105.75,0.81,12.11,4.63,4.69,金叉,中性
92,2024-11-15,300750,268.27,264.33,273.77,264.33,351983.00,271.39,256.72,,58.55,9.02,7.87,1.14,277.44,256.72,235.99,390008.65,0.90,11.86,4.49,7.90,金叉,中性
93,2024-11-14,300750,281.77,273.77,283.76,273.43,426572.00,269.77,255.93,,63.65,,,,276.63,255.93,235.24,406416.40,1.05,11.61,4.24,11.86,死叉,中性
94,2024-11-13,300750,267.77,280.77,286.97,265.54,557737.00,267.33,253.76,,67.71,,,,275.67,253.76,231.85,398170.15,1.40,12.22,4.35,13.76,死叉,中性
95,2024-11-12,300750,277.05,271.79,283.97,269.75,744030.00,262.23,251.35,,65.05,,,,271.26,251.35,231.45,387076.30,1.92,11.15,4.10,8.48,死叉,中性
96,2024-11-11,300750,251.12,266.27,267.76,249.78,491539.00,259.91,249.76,,63.33,,,,267.78,249.76,231.74,366257.45,1.34,10.46,3.93,4.42,死叉,中性
97,2024-11-08,300750,268.43,256.27,270.77,255.87,402941.00,256.65,248.87,,60.01,,,,265.13,248.87,232.61,365060.45,1.10,9.70,3.79,-0.54,死叉,中性
98,2024-11-07,300750,256.77,261.57,261.57,252.65,335710.00,254.39,248.09,,62.81,,,,264.36,248.09,231.81,368733.50,0.91,9.54,3.65,6.79,死叉,中性
99,2024-11-06,300750,257.76,255.27,268.27,252.27,452393.00,251.02,247.85,,60.79,,,,263.41,247.85,232.29,382364.90,1.18,10.99,4.31,2.90,死叉,中性
100,2024-11-05,300750,249.35,260.16,261.59,247.90,484821.00,249.33,247.77,,63.26,,,,263.20,247.77,232.35,414091.05,1.17,10.42,4.01,4.35,死叉,中性
101,2024-11-04,300750,242.77,249.97,253.07,242.77,242472.00,247.41,249.65,,60.13,,,,276.43,249.65,222.88,458673.25,0.53,10.01,4.00,-0.86,死叉,中性
102,2024-11-01,300750,245.30,244.97,248.59,243.95,259158.00,248.42,249.69,,58.52,,,,276.47,249.69,222.91,492230.20,0.53,9.97,4.07,-1.48,死叉,中性
103,2024-10-31,300750,245.76,244.75,249.27,242.77,255003.00,250.95,248.72,,58.45,,,,277.54,248.72,219.89,514362.95,0.50,10.42,4.26,6.29,死叉,中性
104,2024-10-30,300750,248.77,246.80,251.07,243.27,271344.00,250.99,246.69,,59.30,,,,281.71,246.69,211.68,519357.45,0.52,11.39,4.62,6.10,死叉,中性
105,2024-10-29,300750,255.01,250.55,256.48,250.01,269948.00,251.24,244.45,,60.80,,,,284.79,244.45,204.10,526795.30,0.51,11.97,4.78,4.40,死叉,中性
106,2024-10-28,300750,254.90,255.01,257.38,251.77,276019.00,251.00,241.73,,62.55,,,,287.31,241.73,196.16,531023.75,0.52,14.65,5.74,2.62,死叉,中性
107,2024-10-25,300750,251.11,257.65,263.77,245.07,578986.00,250.42,,,63.55,,,,,,,,,17.77,6.90,7.10,死叉,中性
108,2024-10-24,300750,248.54,244.93,250.27,243.77,214658.00,248.62,,,60.73,,,,,,,,,18.44,7.53,-4.61,死叉,中性
109,2024-10-23,300750,246.58,248.07,253.71,245.63,321541.00,245.69,,,61.83,,,,,,,,,19.84,8.00,-2.25,死叉,中性
110,2024-10-22,300750,252.77,249.32,253.33,246.03,278760.00,242.60,,,62.24,,,,,,,,,19.87,7.97,-16.27,死叉,中性
111,2024-10-21,300750,257.77,252.13,261.30,250.52,584558.00,240.73,,,63.13,,,,,,,,,20.05,7.95,0.59,死叉,中性
112,2024-10-18,300750,228.77,248.66,257.65,228.37,680138.00,240.01,,,,,,,,,,,,19.81,7.97,10.23,死叉,中性
113,2024-10-17,300750,232.77,230.27,237.65,229.63,261647.00,238.39,,,,,,,,,,,,,,12.72,死叉,中性
114,2024-10-16,300750,237.59,232.62,237.59,232.10,335860.00,243.69,,,,,,,,,,,,,,15.23,死叉,中性
115,2024-10-15,300750,248.58,239.99,249.61,239.90,327653.00,247.92,,,,,,,,,,,,,,22.26,死叉,中性
116,2024-10-14,300750,248.76,248.49,251.57,243.71,467599.00,259.47,,,,,,,,,,,,,,,死叉,中性
117,2024-10-11,300750,254.27,240.56,254.27,236.70,476402.00,259.91,,,,,,,,,,,,,,,死叉,中性
118,2024-10-10,300750,253.77,256.77,264.76,248.93,608338.00,256.91,,,,,,,,,,,,,,,死叉,中性
119,2024-10-09,300750,278.67,253.77,278.76,253.77,1086916.00,246.41,,,,,,,,,,,,,,,死叉,中性
120,2024-10-08,300750,294.77,297.77,300.27,266.43,1376465.00,236.03,,,,,,,,,,,,,,,死叉,中性
121,2024-09-30,300750,231.79,250.66,253.77,230.77,913611.00,215.74,,,,,,,,,,,,,,,死叉,中性
122,2024-09-27,300750,210.77,225.58,230.45,210.44,701813.00,,,,,,,,,,,,,,,,死叉,中性
123,2024-09-26,300750,202.47,204.28,206.10,197.70,354893.00,,,,,,,,,,,,,,,,死叉,中性
124,2024-09-25,300750,206.16,201.87,206.17,201.36,420101.00,,,,,,,,,,,,,,,,死叉,中性
125,2024-09-24,300750,190.73,196.29,196.94,187.66,354517.00,,,,,,,,,,,,,,,,死叉,中性
