,date,stock_code,open,close,high,low,volume,MA5,MA20,MA60,RSI,MACD,Signal_Line,MACD_hist,BB_upper,BB_middle,BB_lower,Volume_MA,Volume_Ratio,ATR,Volatility,ROC,MACD_signal,RSI_signal
106,2024-10-28,002594,309.00,305.10,309.00,301.75,109324.00,306.11,297.43,,63.51,,,,333.34,297.43,261.51,194429.95,0.56,12.04,3.95,-0.62,死叉,中性
107,2024-10-25,002594,304.00,308.14,311.80,304.00,139820.00,306.38,,,65.05,,,,,,,,,13.72,4.45,2.70,死叉,中性
108,2024-10-24,002594,308.88,303.68,309.97,302.58,96885.00,304.81,,,63.85,,,,,,,,,14.86,4.89,-3.87,死叉,中性
109,2024-10-23,002594,304.75,308.88,311.80,302.68,126695.00,301.96,,,66.31,,,,,,,,,15.93,5.16,1.04,死叉,中性
110,2024-10-22,002594,305.00,304.75,310.12,303.00,103733.00,298.14,,,65.32,,,,,,,,,15.82,5.19,-6.91,死叉,中性
111,2024-10-21,002594,303.00,306.45,308.60,300.90,157816.00,296.79,,,66.06,,,,,,,,,16.41,5.35,-0.28,死叉,中性
112,2024-10-18,002594,289.45,300.30,306.20,288.08,191092.00,296.90,,,,,,,,,,,,16.44,5.47,5.74,死叉,中性
113,2024-10-17,002594,292.51,289.42,297.85,289.12,102457.00,296.85,,,,,,,,,,,,,,7.35,死叉,中性
114,2024-10-16,002594,293.00,289.79,295.98,287.00,150322.00,302.15,,,,,,,,,,,,,,10.27,死叉,中性
115,2024-10-15,002594,305.50,298.00,308.38,298.00,122149.00,305.33,,,,,,,,,,,,,,17.19,死叉,中性
116,2024-10-14,002594,300.99,307.00,309.98,300.20,172365.00,311.20,,,,,,,,,,,,,,,死叉,中性
117,2024-10-11,002594,314.02,300.05,314.02,296.01,186418.00,311.26,,,,,,,,,,,,,,,死叉,中性
118,2024-10-10,002594,310.00,315.89,322.00,309.98,250167.00,308.05,,,,,,,,,,,,,,,死叉,中性
119,2024-10-09,002594,315.00,305.69,320.71,300.50,325919.00,298.80,,,,,,,,,,,,,,,死叉,中性
120,2024-10-08,002594,338.04,327.38,338.04,307.31,443439.00,290.22,,,,,,,,,,,,,,,死叉,中性
121,2024-09-30,002594,290.00,307.31,308.08,290.00,388805.00,275.60,,,,,,,,,,,,,,,死叉,中性
122,2024-09-27,002594,273.00,283.99,291.99,271.50,309922.00,,,,,,,,,,,,,,,,死叉,中性
123,2024-09-26,002594,264.00,269.61,269.70,262.10,149066.00,,,,,,,,,,,,,,,,死叉,中性
124,2024-09-25,002594,258.00,262.80,269.66,257.66,205710.00,,,,,,,,,,,,,,,,死叉,中性
125,2024-09-24,002594,253.00,254.29,255.50,246.76,156495.00,,,,,,,,,,,,,,,,死叉,中性
