,Date,Stock_Code,Open,Close,High,Low,Volume,Amount_100M,Amplitude,Price_Change_percent,Price_Change,Turnover_Rate
55,2025-01-14,600487,15.25,15.95,15.99,15.10,539547,8.48,5.86,5.07,0.77,2.21
56,2025-01-13,600487,15.30,15.18,15.48,15.05,409045,6.23,2.79,-1.43,-0.22,1.67
57,2025-01-10,600487,15.65,15.40,15.72,15.30,458606,7.10,2.69,-1.53,-0.24,1.88
58,2025-01-09,600487,15.65,15.64,15.92,15.52,424659,6.68,2.53,-1.14,-0.18,1.74
59,2025-01-08,600487,16.20,15.82,16.20,15.50,556366,8.80,4.31,-2.65,-0.43,2.28
60,2025-01-07,600487,16.12,16.25,16.29,15.78,440003,7.08,3.18,1.31,0.21,1.80
61,2025-01-06,600487,16.37,16.04,16.44,15.89,456396,7.38,3.37,-1.72,-0.28,1.87
62,2025-01-03,600487,16.69,16.32,16.95,16.30,348904,5.79,3.91,-1.75,-0.29,1.43
63,2025-01-02,600487,17.14,16.61,17.23,16.44,467795,7.87,4.59,-3.54,-0.61,1.91
64,2024-12-31,600487,17.39,17.22,17.65,17.06,420955,7.30,3.42,-0.23,-0.04,1.72
65,2024-12-30,600487,17.87,17.26,17.99,17.17,672340,11.79,4.56,-3.95,-0.71,2.75
66,2024-12-27,600487,18.60,17.97,18.62,17.87,748916,13.55,4.01,-3.80,-0.71,3.06
67,2024-12-26,600487,17.89,18.68,18.68,17.80,595935,11.00,4.91,4.18,0.75,2.44
68,2024-12-25,600487,18.28,17.93,18.35,17.83,280315,5.06,2.83,-2.29,-0.42,1.15
69,2024-12-24,600487,18.16,18.35,18.37,17.98,291409,5.31,2.15,0.94,0.17,1.19
70,2024-12-23,600487,18.19,18.18,18.45,18.12,293001,5.35,1.80,-0.71,-0.13,1.20
71,2024-12-20,600487,18.50,18.31,18.85,18.24,504306,9.33,3.30,-0.92,-0.17,2.06
72,2024-12-19,600487,17.99,18.48,18.54,17.87,512790,9.39,3.68,1.59,0.29,2.08
73,2024-12-18,600487,18.35,18.19,18.38,17.91,349524,6.33,2.58,-0.33,-0.06,1.42
74,2024-12-17,600487,18.10,18.25,18.68,18.02,573762,10.56,3.65,0.88,0.16,2.33
75,2024-12-16,600487,18.00,18.09,18.24,17.70,576518,10.37,3.00,0.33,0.06,2.34
76,2024-12-13,600487,17.73,18.03,18.40,17.71,1131384,20.55,3.86,0.78,0.14,4.59
77,2024-12-12,600487,17.77,17.89,18.06,17.67,365136,6.51,2.20,0.90,0.16,1.48
78,2024-12-11,600487,17.80,17.73,18.02,17.62,264150,4.69,2.25,-0.06,-0.01,1.07
79,2024-12-10,600487,18.36,17.74,18.45,17.70,430169,7.72,4.18,-1.22,-0.22,1.74
80,2024-12-09,600487,18.10,17.96,18.11,17.74,295994,5.30,2.04,-0.88,-0.16,1.20
81,2024-12-06,600487,18.13,18.12,18.28,17.93,263063,4.77,1.93,0.11,0.02,1.07
82,2024-12-05,600487,18.24,18.10,18.29,17.83,289805,5.24,2.51,-1.20,-0.22,1.17
83,2024-12-04,600487,18.48,18.32,18.58,17.91,340132,6.19,3.60,-1.51,-0.28,1.38
84,2024-12-03,600487,18.60,18.60,18.96,18.43,340291,6.35,2.83,-0.69,-0.13,1.38
85,2024-12-02,600487,17.88,18.73,18.90,17.76,873439,16.25,6.46,6.06,1.07,3.54
86,2024-11-29,600487,17.26,17.66,17.73,17.09,435090,7.62,3.74,3.09,0.53,1.76
87,2024-11-28,600487,17.43,17.13,17.55,16.95,312055,5.36,3.44,-1.83,-0.32,1.27
88,2024-11-27,600487,16.72,17.45,17.45,16.67,430894,7.39,4.67,4.37,0.73,1.75
89,2024-11-26,600487,16.78,16.72,17.00,16.70,218530,3.68,1.79,-0.18,-0.03,0.89
90,2024-11-25,600487,16.76,16.75,17.04,16.51,325583,5.46,3.16,0.00,0.00,1.32
91,2024-11-22,600487,17.28,16.75,17.44,16.70,353423,6.05,4.28,-3.07,-0.53,1.43
92,2024-11-21,600487,17.54,17.28,17.63,17.12,306056,5.31,2.91,-1.43,-0.25,1.24
93,2024-11-20,600487,17.58,17.53,17.68,17.33,234165,4.10,1.99,-0.45,-0.08,0.95
94,2024-11-19,600487,17.54,17.61,17.80,17.21,288176,5.03,3.36,0.28,0.05,1.17
95,2024-11-18,600487,17.42,17.56,18.00,17.42,472063,8.37,3.33,0.80,0.14,1.91
96,2024-11-15,600487,17.86,17.42,17.89,17.40,355716,6.27,2.76,-1.80,-0.32,1.44
97,2024-11-14,600487,18.69,17.74,18.69,17.66,504483,9.11,5.52,-4.88,-0.91,2.05
98,2024-11-13,600487,18.58,18.65,18.77,18.34,295149,5.47,2.30,-0.27,-0.05,1.20
99,2024-11-12,600487,19.10,18.70,19.45,18.53,565094,10.69,4.80,-2.45,-0.47,2.29
100,2024-11-11,600487,18.55,19.17,19.17,18.15,713054,13.32,5.49,3.18,0.59,2.89
101,2024-11-08,600487,19.00,18.58,19.10,18.48,526923,9.88,3.28,-1.69,-0.32,2.14
102,2024-11-07,600487,18.71,18.90,18.91,18.42,639603,11.97,2.62,1.07,0.20,2.59
103,2024-11-06,600487,18.00,18.70,18.75,17.85,953594,17.60,5.03,4.41,0.79,3.87
104,2024-11-05,600487,17.15,17.91,18.10,16.95,666895,11.81,6.71,4.43,0.76,2.70
105,2024-11-04,600487,17.06,17.15,17.43,17.00,365480,6.28,2.52,0.70,0.12,1.48
106,2024-11-01,600487,17.24,17.03,17.40,16.94,439082,7.54,2.66,-1.62,-0.28,1.78
107,2024-10-31,600487,17.84,17.31,17.85,17.14,715506,12.48,3.96,-3.35,-0.60,2.90
108,2024-10-30,600487,17.88,17.91,18.37,17.74,455663,8.23,3.52,0.17,0.03,1.85
109,2024-10-29,600487,17.98,17.88,18.30,17.77,624053,11.24,2.97,0.06,0.01,2.53
110,2024-10-28,600487,18.05,17.87,18.07,17.39,539585,9.54,3.81,0.22,0.04,2.19
111,2024-10-25,600487,17.64,17.83,17.95,17.49,408493,7.25,2.61,1.08,0.19,1.66
112,2024-10-24,600487,17.30,17.64,17.86,17.22,437453,7.70,3.66,0.92,0.16,1.77
113,2024-10-23,600487,17.92,17.48,18.55,17.38,955202,17.20,6.52,-2.56,-0.46,3.87
114,2024-10-22,600487,17.55,17.94,18.12,17.25,890645,15.89,5.01,3.40,0.59,3.61
115,2024-10-21,600487,17.22,17.35,17.70,17.09,557739,9.71,3.57,1.64,0.28,2.26
116,2024-10-18,600487,16.41,17.07,17.37,16.38,608013,10.37,5.99,3.33,0.55,2.46
117,2024-10-17,600487,16.43,16.52,16.82,16.34,345486,5.74,2.93,0.98,0.16,1.40
118,2024-10-16,600487,16.39,16.36,16.62,16.19,393488,6.43,2.59,-1.39,-0.23,1.60
119,2024-10-15,600487,17.23,16.59,17.23,16.58,478000,8.09,3.75,-4.27,-0.74,1.94
120,2024-10-14,600487,17.04,17.33,17.44,16.89,459947,7.91,3.23,1.64,0.28,1.86
121,2024-10-11,600487,17.30,17.05,17.38,16.62,417705,7.11,4.43,-0.58,-0.10,1.69
122,2024-10-10,600487,17.00,17.15,17.78,16.84,673655,11.64,5.56,1.36,0.23,2.73
123,2024-10-09,600487,17.65,16.92,18.07,16.92,820920,14.35,6.39,-6.00,-1.08,3.33
124,2024-10-08,600487,18.60,18.00,18.60,17.01,1169547,20.91,9.40,6.45,1.09,4.74
125,2024-09-30,600487,16.35,16.91,17.00,15.69,1029210,16.93,8.42,8.68,1.35,4.17
126,2024-09-27,600487,14.95,15.56,15.57,14.95,467567,7.14,4.20,5.49,0.81,1.90
127,2024-09-26,600487,14.56,14.75,14.75,14.27,586065,8.50,3.27,0.55,0.08,2.38
128,2024-09-25,600487,14.75,14.67,15.21,14.60,444695,6.63,4.14,-0.41,-0.06,1.80
129,2024-09-24,600487,14.51,14.73,14.79,14.26,348712,5.09,3.67,2.08,0.30,1.41
