,date,stock_code,open,close,high,low,volume,MA5,MA20,MA60,RSI,MACD,Signal_Line,MACD_hist,BB_upper,BB_middle,BB_lower,Volume_MA,Volume_Ratio,ATR,Volatility,ROC,MACD_signal,RSI_signal
12,2025-03-18,000063,37.36,37.39,37.77,37.26,734792.00,37.66,38.97,39.15,44.68,-0.77,-0.62,-0.15,43.74,38.97,34.20,1688917.40,0.44,1.57,4.20,1.03,死叉,中性
13,2025-03-17,000063,37.59,37.29,37.60,37.10,824722.00,37.59,39.06,39.04,44.26,-0.78,-0.59,-0.19,43.78,39.06,34.35,1734589.25,0.48,1.63,4.37,3.18,死叉,中性
14,2025-03-14,000063,36.90,37.66,37.75,36.80,1231941.00,37.58,39.24,38.94,45.43,-0.77,-0.54,-0.23,43.95,39.24,34.54,1805267.30,0.68,1.73,4.58,-2.59,死叉,中性
15,2025-03-13,000063,38.00,37.17,38.35,36.96,1669849.00,37.50,39.35,38.83,43.60,-0.78,-0.48,-0.30,44.00,39.35,34.70,1838133.80,0.91,1.78,4.78,-8.18,死叉,中性
16,2025-03-12,000063,37.08,38.78,40.33,36.88,2527824.00,37.67,39.48,38.73,48.57,-0.73,-0.41,-0.32,44.01,39.48,34.94,1893980.15,1.33,1.93,4.98,-8.28,死叉,中性
17,2025-03-11,000063,36.55,37.06,37.23,36.46,690092.00,37.31,39.64,38.60,42.01,-0.82,-0.33,-0.50,44.29,39.64,34.98,1887341.85,0.37,1.75,4.74,-12.80,死叉,中性
18,2025-03-10,000063,37.19,37.21,37.59,36.85,792303.00,37.30,39.86,38.50,42.45,-0.75,-0.20,-0.55,44.43,39.86,35.30,1932386.90,0.41,1.83,4.92,-15.05,死叉,中性
19,2025-03-07,000063,37.89,37.29,38.21,37.06,1227383.00,37.09,40.12,38.40,42.67,-0.67,-0.07,-0.60,44.62,40.12,35.61,2005125.95,0.61,1.90,5.10,-14.10,死叉,中性
20,2025-03-06,000063,37.65,38.00,38.58,37.65,1768662.00,37.36,40.40,38.29,44.58,-0.56,0.08,-0.64,44.86,40.40,35.93,2108137.80,0.84,1.94,5.10,-4.57,死叉,中性
21,2025-03-05,000063,37.00,37.01,37.36,36.52,1074194.00,37.86,40.67,38.17,41.17,-0.48,0.25,-0.73,45.18,40.67,36.16,2151054.35,0.50,1.90,5.14,-8.37,死叉,中性
22,2025-03-04,000063,35.89,37.01,37.50,35.55,1586183.00,38.91,40.94,38.08,41.17,-0.28,0.43,-0.71,45.18,40.94,36.71,2231158.85,0.71,2.01,5.43,-5.80,死叉,中性
23,2025-03-03,000063,37.36,36.14,37.50,35.41,2571578.00,40.01,41.09,37.99,38.29,-0.02,0.61,-0.62,44.94,41.09,37.25,2269789.60,1.13,1.97,5.44,-11.64,死叉,中性
24,2025-02-28,000063,39.99,38.66,40.25,38.60,1669925.00,41.54,41.43,37.90,44.09,0.41,0.76,-0.35,44.57,41.43,38.29,2275215.05,0.73,1.80,4.65,-2.72,死叉,中性
25,2025-02-27,000063,42.10,40.48,42.55,40.01,2013366.00,42.49,41.55,37.77,49.08,0.69,0.85,-0.16,44.42,41.55,38.69,2345003.80,0.86,1.79,4.43,1.79,死叉,中性
26,2025-02-26,000063,42.60,42.28,42.90,41.58,1601150.00,42.36,41.68,37.60,54.77,0.85,0.89,-0.04,44.57,41.68,38.79,2367988.65,0.68,1.78,4.20,0.81,死叉,中性
27,2025-02-25,000063,42.40,42.50,43.70,41.87,2018823.00,41.98,41.71,37.41,55.50,0.87,0.90,-0.03,44.64,41.71,38.78,2463835.10,0.82,1.86,4.37,2.09,死叉,中性
28,2025-02-24,000063,42.92,43.80,44.08,42.40,2901901.00,41.34,41.61,37.21,59.88,0.85,0.91,-0.06,44.56,41.61,38.66,2484257.60,1.17,1.93,4.42,3.67,死叉,中性
29,2025-02-21,000063,40.38,43.41,43.80,39.83,3875239.00,40.76,41.49,37.02,58.98,0.68,0.92,-0.25,44.25,41.49,38.72,2501896.40,1.55,2.02,4.66,1.17,死叉,中性
30,2025-02-20,000063,40.19,39.82,40.34,39.42,1217664.00,40.03,41.31,36.84,49.22,0.49,0.99,-0.49,44.00,41.31,38.62,2453452.05,0.50,1.90,4.77,-8.25,死叉,中性
31,2025-02-19,000063,39.12,40.39,40.79,38.96,1780757.00,40.02,41.37,36.72,51.01,0.61,1.11,-0.50,43.97,41.37,38.76,2514113.65,0.71,2.07,5.12,-5.10,死叉,中性
32,2025-02-18,000063,40.32,39.29,40.55,39.15,1648229.00,40.33,41.42,36.58,47.59,0.70,1.23,-0.53,43.99,41.42,38.86,2592084.10,0.64,2.06,5.23,-1.73,死叉,中性
33,2025-02-17,000063,40.20,40.90,41.40,39.95,2238283.00,40.80,41.41,36.48,52.57,0.91,1.37,-0.45,44.03,41.41,38.79,2647619.00,0.85,2.15,5.26,-4.71,死叉,中性
34,2025-02-14,000063,39.42,39.74,40.18,39.15,1889271.00,41.07,41.25,36.35,49.00,1.01,1.48,-0.47,44.34,41.25,38.15,2704208.45,0.70,2.18,5.48,-3.31,死叉,中性
35,2025-02-13,000063,41.50,39.77,41.50,39.58,2786776.00,41.70,41.18,36.28,49.09,1.23,1.60,-0.36,44.47,41.18,37.89,2805497.35,0.99,2.36,5.95,-7.62,死叉,中性
36,2025-02-12,000063,41.51,41.94,41.94,40.59,2395058.00,42.43,40.94,36.19,55.89,1.50,1.69,-0.19,45.24,40.94,36.63,2784279.35,0.86,2.39,5.70,-2.19,死叉,中性
37,2025-02-11,000063,42.01,41.63,42.31,41.41,1590993.00,42.55,40.61,36.10,55.06,1.60,1.73,-0.14,45.53,40.61,35.69,2786680.00,0.57,2.42,5.82,2.82,死叉,中性
38,2025-02-10,000063,42.80,42.25,42.80,41.10,2247084.00,42.22,40.27,35.95,57.04,1.73,1.77,-0.04,45.80,40.27,34.73,2814928.70,0.80,2.68,6.34,2.37,死叉,中性
39,2025-02-07,000063,43.00,42.91,44.30,41.99,3287620.00,42.35,39.94,35.78,59.15,1.81,1.78,0.03,45.76,39.94,34.12,2839321.25,1.16,2.72,6.35,7.38,金叉,中性
40,2025-02-06,000063,42.25,43.40,44.66,42.20,2626993.00,41.99,39.69,35.58,60.69,1.82,1.77,0.05,45.40,39.69,33.98,2839940.15,0.93,2.71,6.25,6.06,金叉,中性
41,2025-02-05,000063,41.51,42.56,42.98,41.40,2676284.00,41.92,39.54,35.38,58.99,1.76,1.76,0.00,44.99,39.54,34.09,2851009.70,0.94,2.82,6.62,2.55,金叉,中性
42,2025-01-27,000063,42.70,39.98,42.70,39.98,2358798.00,41.99,39.45,35.17,53.20,1.74,1.75,-0.02,44.75,39.45,34.15,2855897.35,0.83,2.74,6.86,2.51,死叉,中性
43,2025-01-24,000063,41.02,42.92,43.17,40.95,2680087.00,42.09,39.46,35.00,62.54,1.95,1.76,0.19,44.76,39.46,34.16,2861004.15,0.94,2.61,6.09,13.82,金叉,中性
44,2025-01-23,000063,43.72,41.10,43.75,40.41,3065700.00,41.76,39.36,34.79,58.33,1.89,1.71,0.18,44.46,39.36,34.26,2900216.40,1.06,2.60,6.31,7.11,金叉,中性
45,2025-01-22,000063,42.32,43.05,43.53,41.88,2473063.00,41.53,39.21,34.61,65.66,1.97,1.67,0.30,44.27,39.21,34.15,2917707.25,0.85,2.55,5.93,23.42,金叉,中性
46,2025-01-21,000063,41.28,42.88,43.60,41.02,3518079.00,41.10,38.90,34.40,65.31,1.85,1.59,0.25,43.73,38.90,34.07,2915726.35,1.21,2.68,6.24,21.03,金叉,中性
47,2025-01-20,000063,41.81,40.49,42.17,40.15,2427273.00,40.83,38.56,34.21,59.94,1.68,1.53,0.15,43.16,38.56,33.97,2886321.40,0.84,2.61,6.43,16.35,金叉,中性
48,2025-01-17,000063,39.55,41.27,42.60,38.96,3254677.00,40.53,38.41,34.05,62.89,1.69,1.49,0.20,42.94,38.41,33.88,2964739.25,1.10,2.61,6.32,15.76,金叉,中性
49,2025-01-16,000063,41.00,39.96,41.67,38.94,2906352.00,39.82,38.23,33.89,59.80,1.59,1.44,0.15,42.56,38.23,33.90,3104021.10,0.94,2.43,6.08,5.35,金叉,中性
50,2025-01-15,000063,41.00,40.92,42.14,40.35,2430896.00,39.50,37.96,33.74,63.39,1.58,1.40,0.18,42.51,37.96,33.42,3174734.50,0.77,2.52,6.15,1.29,金叉,中性
51,2025-01-14,000063,39.02,41.50,42.58,38.07,3340166.00,38.29,37.57,33.56,65.60,1.45,1.36,0.09,42.37,37.57,32.78,3300013.55,1.01,2.58,6.23,1.72,金叉,中性
52,2025-01-13,000063,37.41,39.00,39.77,37.37,2758927.00,37.08,37.07,33.39,60.02,1.20,1.34,-0.14,42.25,37.07,31.89,3188060.05,0.87,2.38,6.09,-2.69,死叉,中性
53,2025-01-10,000063,38.30,37.71,39.83,37.69,3370072.00,36.24,36.64,33.26,56.66,1.11,1.37,-0.26,42.50,36.64,30.79,3086663.75,1.09,2.39,6.33,-8.00,死叉,中性
54,2025-01-09,000063,34.49,38.37,38.37,34.40,3915049.00,35.83,36.32,33.12,59.02,1.12,1.44,-0.32,42.62,36.32,30.03,2948539.75,1.33,2.35,6.12,0.74,死叉,中性
55,2025-01-08,000063,34.87,34.88,35.40,33.50,2362416.00,35.74,35.96,32.97,48.48,1.04,1.52,-0.48,42.58,35.96,29.34,2780418.90,0.85,2.31,6.62,-5.24,死叉,中性
56,2025-01-07,000063,35.10,35.43,35.65,34.51,2443071.00,36.84,35.77,32.89,50.38,1.29,1.64,-0.35,42.73,35.77,28.82,2711034.75,0.90,2.42,6.84,-1.99,死叉,中性
57,2025-01-06,000063,35.76,34.80,36.40,34.44,2155967.00,37.92,35.56,32.81,48.23,1.53,1.73,-0.20,42.82,35.56,28.29,2617812.05,0.82,2.57,7.37,-6.90,死叉,中性
58,2025-01-03,000063,38.25,35.65,38.32,35.55,2734935.00,38.97,35.38,32.72,51.00,1.87,1.77,0.10,42.89,35.38,27.87,2547358.80,1.07,2.48,6.97,-5.69,金叉,中性
59,2025-01-02,000063,40.39,37.93,40.93,37.56,3299998.00,40.04,35.14,32.66,59.52,2.20,1.75,0.45,42.92,35.14,27.35,2433179.70,1.36,2.34,6.18,9.75,金叉,中性
60,2024-12-31,000063,40.81,40.40,42.05,39.95,2848384.00,40.07,34.78,32.56,71.54,2.36,1.64,0.72,42.68,34.78,26.88,2301688.80,1.24,2.13,5.28,21.83,金叉,超买
61,2024-12-30,000063,40.88,40.80,42.10,40.06,2774037.00,39.35,34.32,32.46,73.78,2.27,1.46,0.81,41.91,34.32,26.73,2196500.35,1.26,2.01,4.93,30.14,金叉,超买
62,2024-12-27,000063,40.80,40.08,40.99,39.81,2460934.00,38.42,33.86,32.30,72.33,2.08,1.25,0.83,40.89,33.86,26.83,2100142.05,1.17,1.94,4.84,31.19,金叉,超买
63,2024-12-26,000063,37.95,40.99,41.62,37.66,3464332.00,37.88,33.41,32.11,77.35,1.89,1.05,0.84,39.89,33.41,26.93,2017078.45,1.72,1.91,4.66,31.04,金叉,超买
64,2024-12-25,000063,36.50,38.09,39.12,36.42,3415517.00,37.25,32.90,31.86,71.50,1.52,0.84,0.68,38.40,32.90,27.40,1876931.80,1.82,1.67,4.39,22.28,金叉,超买
65,2024-12-24,000063,36.66,36.81,37.39,35.80,2433445.00,36.54,32.55,31.65,68.13,1.32,0.67,0.65,37.53,32.55,27.56,1743022.10,1.40,1.51,4.10,18.25,金叉,中性
66,2024-12-23,000063,38.15,36.15,38.47,35.91,2929980.00,35.81,32.23,31.46,66.21,1.18,0.51,0.67,36.86,32.23,27.59,1653704.05,1.77,1.45,4.01,16.39,金叉,中性
67,2024-12-20,000063,36.80,37.38,37.96,36.38,3995630.00,34.85,31.95,,73.89,1.05,0.34,0.71,36.25,31.95,27.65,1556408.30,2.57,1.32,3.54,19.42,金叉,超买
68,2024-12-19,000063,34.87,37.80,38.02,34.87,6040314.00,33.48,31.63,,76.71,0.74,0.16,0.58,35.10,31.63,28.15,1422796.40,4.25,1.25,3.31,22.85,金叉,超买
69,2024-12-18,000063,32.49,34.56,35.62,32.11,4320620.00,32.18,31.35,,67.95,0.29,0.02,0.27,33.31,31.35,29.40,1164195.35,3.71,1.07,3.10,12.24,金叉,中性
70,2024-12-17,000063,33.00,33.16,34.49,32.97,4936477.00,31.50,31.24,,62.25,0.05,-0.05,0.10,32.60,31.24,29.89,1001781.30,4.93,0.87,2.61,6.49,金叉,中性
71,2024-12-16,000063,30.58,31.35,31.38,30.56,1101096.00,31.09,31.21,,51.99,-0.12,-0.07,-0.04,32.39,31.21,30.03,821932.05,1.34,0.70,2.23,-0.79,死叉,中性
72,2024-12-13,000063,30.98,30.55,31.06,30.50,731001.00,31.03,31.26,,45.97,-0.15,-0.06,-0.09,32.53,31.26,29.99,836919.45,0.87,0.70,2.28,-1.96,死叉,中性
73,2024-12-12,000063,31.16,31.28,31.30,30.89,607592.00,31.18,31.38,,51.44,-0.10,-0.04,-0.06,32.81,31.38,29.95,891176.30,0.68,0.71,2.28,1.76,死叉,中性
74,2024-12-11,000063,31.13,31.15,31.28,30.88,552632.00,31.08,31.47,,50.46,-0.12,-0.03,-0.09,33.12,31.47,29.83,976769.45,0.57,0.82,2.62,0.42,死叉,中性
75,2024-12-10,000063,32.14,31.13,32.14,31.06,974733.00,31.01,31.69,,50.32,-0.12,0.00,-0.11,34.10,31.69,29.28,1085050.70,0.90,0.84,2.68,2.37,死叉,中性
76,2024-12-09,000063,31.20,31.06,31.55,30.81,578617.00,31.01,31.87,,49.85,-0.12,0.02,-0.14,34.64,31.87,29.11,1208079.10,0.48,0.80,2.56,1.40,死叉,中性
77,2024-12-06,000063,30.86,31.30,31.42,30.78,746902.00,31.12,32.12,,51.40,-0.11,0.06,-0.17,35.43,32.12,28.82,1307133.95,0.57,0.83,2.67,1.13,死叉,中性
78,2024-12-05,000063,30.60,30.77,30.95,30.55,451353.00,31.09,32.20,,48.10,-0.12,0.10,-0.22,35.49,32.20,28.90,1394194.75,0.32,0.89,2.89,-4.71,死叉,中性
79,2024-12-04,000063,31.10,30.79,31.35,30.59,670180.00,31.09,32.25,,48.22,-0.08,0.16,-0.24,35.48,32.25,29.02,1444707.00,0.46,0.95,3.09,-4.97,死叉,中性
80,2024-12-03,000063,31.55,31.14,31.57,30.80,744615.00,31.13,32.28,,50.16,-0.03,0.22,-0.24,35.47,32.28,29.09,1514483.65,0.49,1.06,3.42,-4.18,死叉,中性
81,2024-12-02,000063,31.16,31.60,31.60,31.03,846871.00,30.99,32.27,,52.75,0.00,0.28,-0.27,35.47,32.27,29.08,1545692.45,0.55,1.14,3.60,-2.14,死叉,中性
82,2024-11-29,000063,30.66,31.16,31.53,30.58,799662.00,30.79,32.21,,50.48,0.00,0.34,-0.35,35.51,32.21,28.90,1542253.75,0.52,1.24,3.99,-5.40,死叉,中性
83,2024-11-28,000063,31.03,30.74,31.30,30.70,661399.00,30.75,32.13,,48.27,0.03,0.43,-0.40,35.61,32.13,28.65,1552935.25,0.43,1.43,4.65,-7.44,死叉,中性
84,2024-11-27,000063,30.20,31.02,31.03,30.20,737323.00,31.06,32.11,,49.64,0.12,0.53,-0.41,35.63,32.11,28.59,1577188.20,0.47,1.53,4.94,-12.47,死叉,中性
85,2024-11-26,000063,31.00,30.41,31.14,30.36,647084.00,31.34,32.07,,46.58,0.20,0.63,-0.43,35.66,32.07,28.48,1607283.00,0.40,1.55,5.10,-12.61,死叉,中性
86,2024-11-25,000063,30.81,30.63,31.07,30.04,984065.00,31.75,32.09,,47.55,0.37,0.74,-0.37,35.64,32.09,28.53,1649147.40,0.60,1.61,5.26,-15.06,死叉,中性
87,2024-11-22,000063,32.21,30.95,32.75,30.93,1323392.00,32.09,32.11,,48.92,0.55,0.83,-0.28,35.63,32.11,28.58,1652669.50,0.80,1.61,5.21,-5.58,死叉,中性
88,2024-11-21,000063,32.26,32.29,32.68,32.00,868293.00,32.48,32.13,,55.11,0.74,0.90,-0.16,35.63,32.13,28.63,1658765.25,0.52,1.54,4.78,1.38,死叉,中性
89,2024-11-20,000063,32.21,32.40,32.66,32.12,1072339.00,32.67,32.09,,55.64,0.84,0.94,-0.10,35.60,32.09,28.59,1748525.50,0.61,1.55,4.79,3.48,死叉,中性
90,2024-11-19,000063,32.46,32.50,32.62,31.35,1339492.00,33.28,32.01,,56.10,0.94,0.97,-0.03,35.57,32.01,28.45,1796197.95,0.75,1.57,4.84,4.57,死叉,中性
91,2024-11-18,000063,33.34,32.29,33.51,32.07,1400844.00,33.74,31.89,,55.38,1.04,0.97,0.07,35.54,31.89,28.23,1841754.25,0.76,1.56,4.82,6.57,金叉,中性
92,2024-11-15,000063,33.18,32.94,34.16,32.89,1816138.00,34.49,31.86,,58.13,1.18,0.95,0.23,35.50,31.86,28.21,1853828.30,0.98,1.53,4.65,11.28,金叉,中性
93,2024-11-14,000063,35.15,33.21,35.38,33.13,2319455.00,34.46,31.75,,59.26,,,,35.39,31.75,28.12,1848603.60,1.25,1.48,4.47,9.68,死叉,中性
94,2024-11-13,000063,34.45,35.44,36.25,34.42,2718257.00,34.19,31.57,,69.66,,,,35.27,31.57,27.86,1775760.60,1.53,1.36,3.84,17.16,死叉,中性
95,2024-11-12,000063,36.06,34.80,36.41,34.35,3435301.00,33.36,31.27,,68.18,,,,34.61,31.27,27.93,1682908.60,2.04,1.36,3.91,13.06,死叉,中性
96,2024-11-11,000063,32.86,36.06,36.06,32.52,2559714.00,32.62,31.03,,74.90,,,,33.96,31.03,28.09,1568915.85,1.63,1.35,3.75,16.17,死叉,超买
97,2024-11-08,000063,32.35,32.78,33.91,32.21,2488118.00,31.46,30.74,,67.04,,,,32.48,30.74,29.00,1499778.35,1.66,1.24,3.77,4.39,死叉,中性
98,2024-11-07,000063,30.89,31.85,31.88,30.80,1461598.00,30.83,30.60,,64.08,,,,32.09,30.60,29.10,1458777.45,1.00,1.19,3.74,0.95,死叉,中性
99,2024-11-06,000063,31.07,31.31,32.40,30.76,2065713.00,30.51,30.59,,62.26,,,,32.05,30.59,29.12,1471240.00,1.40,1.28,4.08,2.05,死叉,中性
100,2024-11-05,000063,30.27,31.08,31.16,30.11,1368791.00,30.30,30.62,,61.48,,,,32.20,30.62,29.05,1502464.30,0.91,1.21,3.90,3.32,死叉,中性
101,2024-11-04,000063,29.73,30.30,30.43,29.72,778097.00,30.24,30.78,,58.82,,,,33.05,30.78,28.52,1592318.60,0.49,1.19,3.92,-4.45,死叉,中性
102,2024-11-01,000063,30.07,29.60,30.40,29.60,1013292.00,30.39,30.82,,56.30,,,,33.08,30.82,28.57,1696887.65,0.60,1.21,4.09,-4.15,死叉,中性
103,2024-10-31,000063,30.04,30.28,30.67,29.81,1146458.00,30.75,30.78,,59.59,,,,33.18,30.78,28.38,1741918.65,0.66,1.23,4.06,2.82,死叉,中性
104,2024-10-30,000063,30.50,30.25,30.89,29.86,1339219.00,31.00,30.58,,59.49,,,,33.70,30.58,27.45,1730142.10,0.77,1.33,4.39,2.75,死叉,中性
105,2024-10-29,000063,31.18,30.78,31.86,30.77,1484372.00,31.09,30.34,,61.92,,,,34.21,30.34,26.47,1712387.80,0.87,1.39,4.51,2.67,死叉,中性
106,2024-10-28,000063,31.25,31.04,31.27,30.81,1054507.00,30.95,30.07,,63.10,,,,34.51,30.07,25.63,1684298.35,0.63,1.49,4.80,2.07,死叉,中性
107,2024-10-25,000063,31.39,31.40,31.61,31.01,1445307.00,31.08,,,64.68,,,,,,,,,1.67,5.32,5.23,死叉,中性
108,2024-10-24,000063,31.10,31.55,32.48,31.00,2663498.00,30.98,,,65.31,,,,,,,,,1.82,5.78,-0.32,死叉,中性
109,2024-10-23,000063,30.01,30.68,31.77,29.81,2025788.00,30.56,,,63.38,,,,,,,,,1.87,6.10,-4.27,死叉,中性
110,2024-10-22,000063,30.50,30.08,30.61,29.78,2250618.00,30.31,,,62.03,,,,,,,,,1.80,5.98,-12.23,死叉,中性
111,2024-10-21,000063,31.14,31.71,32.29,30.91,1642325.00,30.29,,,68.40,,,,,,,,,1.71,5.40,1.80,死叉,中性
112,2024-10-18,000063,29.45,30.88,31.63,29.33,1711644.00,30.03,,,,,,,,,,,,1.67,5.40,7.75,死叉,中性
113,2024-10-17,000063,29.70,29.45,30.17,29.44,862595.00,29.82,,,,,,,,,,,,,,11.98,死叉,中性
114,2024-10-16,000063,29.44,29.44,29.97,29.29,861217.00,30.26,,,,,,,,,,,,,,15.54,死叉,中性
115,2024-10-15,000063,30.34,29.98,31.10,29.96,1155446.00,30.79,,,,,,,,,,,,,,17.94,死叉,中性
116,2024-10-14,000063,29.98,30.41,30.56,29.46,1176964.00,31.64,,,,,,,,,,,,,,,死叉,中性
117,2024-10-11,000063,31.31,29.84,31.58,29.42,1668100.00,31.79,,,,,,,,,,,,,,,死叉,中性
118,2024-10-10,000063,32.80,31.65,33.05,31.19,1710849.00,31.56,,,,,,,,,,,,,,,死叉,中性
119,2024-10-09,000063,33.87,32.05,34.24,31.74,2690199.00,30.49,,,,,,,,,,,,,,,死叉,中性
120,2024-10-08,000063,34.27,34.27,34.27,32.60,3165877.00,29.17,,,,,,,,,,,,,,,死叉,中性
121,2024-09-30,000063,29.58,31.15,31.38,29.02,2869478.00,27.40,,,,,,,,,,,,,,,死叉,中性
122,2024-09-27,000063,26.66,28.66,28.79,26.64,1913912.00,,,,,,,,,,,,,,,,死叉,中性
123,2024-09-26,000063,25.44,26.30,26.30,25.36,910927.00,,,,,,,,,,,,,,,,死叉,中性
124,2024-09-25,000063,25.69,25.48,26.10,25.39,984133.00,,,,,,,,,,,,,,,,死叉,中性
125,2024-09-24,000063,24.98,25.42,25.43,24.63,922583.00,,,,,,,,,,,,,,,,死叉,中性
