,Date,Stock_Code,Open,Close,High,Low,Volume,Amount_100M,Amplitude,Price_Change_percent,Price_Change,Turnover_Rate
48,2025-01-23,000063,43.72,41.10,43.75,40.41,3065700,128.97,7.76,-4.53,-1.95,7.61
49,2025-01-22,000063,42.32,43.05,43.53,41.88,2473063,105.62,3.85,0.40,0.17,6.14
50,2025-01-21,000063,41.28,42.88,43.60,41.02,3518079,148.40,6.37,5.90,2.39,8.74
51,2025-01-20,000063,41.81,40.49,42.17,40.15,2427273,99.59,4.89,-1.89,-0.78,6.03
52,2025-01-17,000063,39.55,41.27,42.60,38.96,3254677,133.07,9.11,3.28,1.31,8.08
53,2025-01-16,000063,41.00,39.96,41.67,38.94,2906352,116.76,6.67,-2.35,-0.96,7.22
54,2025-01-15,000063,41.00,40.92,42.14,40.35,2430896,99.88,4.31,-1.40,-0.58,6.04
55,2025-01-14,000063,39.02,41.50,42.58,38.07,3340166,134.51,11.56,6.41,2.50,8.29
56,2025-01-13,000063,37.41,39.00,39.77,37.37,2758927,106.97,6.36,3.42,1.29,6.85
57,2025-01-10,000063,38.30,37.71,39.83,37.69,3370072,129.66,5.58,-1.72,-0.66,8.37
58,2025-01-09,000063,34.49,38.37,38.37,34.40,3915049,144.80,11.38,10.01,3.49,9.72
59,2025-01-08,000063,34.87,34.88,35.40,33.50,2362416,81.37,5.36,-1.55,-0.55,5.87
60,2025-01-07,000063,35.10,35.43,35.65,34.51,2443071,85.78,3.28,1.81,0.63,6.07
61,2025-01-06,000063,35.76,34.80,36.40,34.44,2155967,76.07,5.50,-2.38,-0.85,5.35
62,2025-01-03,000063,38.25,35.65,38.32,35.55,2734935,99.70,7.30,-6.01,-2.28,6.79
63,2025-01-02,000063,40.39,37.93,40.93,37.56,3299998,127.97,8.34,-6.11,-2.47,8.19
64,2024-12-31,000063,40.81,40.40,42.05,39.95,2848384,116.68,5.15,-0.98,-0.40,7.07
65,2024-12-30,000063,40.88,40.80,42.10,40.06,2774037,114.89,5.09,1.80,0.72,6.89
66,2024-12-27,000063,40.80,40.08,40.99,39.81,2460934,99.25,2.88,-2.22,-0.91,6.11
67,2024-12-26,000063,37.95,40.99,41.62,37.66,3464332,139.17,10.40,7.61,2.90,8.60
68,2024-12-25,000063,36.50,38.09,39.12,36.42,3415517,130.16,7.33,3.48,1.28,8.48
69,2024-12-24,000063,36.66,36.81,37.39,35.80,2433445,88.92,4.40,1.83,0.66,6.04
70,2024-12-23,000063,38.15,36.15,38.47,35.91,2929980,107.88,6.85,-3.29,-1.23,7.28
71,2024-12-20,000063,36.80,37.38,37.96,36.38,3995630,148.16,4.18,-1.11,-0.42,9.92
72,2024-12-19,000063,34.87,37.80,38.02,34.87,6040314,222.41,9.11,9.38,3.24,15.00
73,2024-12-18,000063,32.49,34.56,35.62,32.11,4320620,146.52,10.59,4.22,1.40,10.73
74,2024-12-17,000063,33.00,33.16,34.49,32.97,4936477,167.28,4.85,5.77,1.81,12.26
75,2024-12-16,000063,30.58,31.35,31.38,30.56,1101096,34.26,2.68,2.62,0.80,2.73
76,2024-12-13,000063,30.98,30.55,31.06,30.50,731001,22.47,1.79,-2.33,-0.73,1.82
77,2024-12-12,000063,31.16,31.28,31.30,30.89,607592,18.92,1.32,0.42,0.13,1.51
78,2024-12-11,000063,31.13,31.15,31.28,30.88,552632,17.18,1.28,0.06,0.02,1.37
79,2024-12-10,000063,32.14,31.13,32.14,31.06,974733,30.74,3.48,0.23,0.07,2.42
80,2024-12-09,000063,31.20,31.06,31.55,30.81,578617,18.03,2.36,-0.77,-0.24,1.44
81,2024-12-06,000063,30.86,31.30,31.42,30.78,746902,23.25,2.08,1.72,0.53,1.85
82,2024-12-05,000063,30.60,30.77,30.95,30.55,451353,13.89,1.30,-0.06,-0.02,1.12
83,2024-12-04,000063,31.10,30.79,31.35,30.59,670180,20.70,2.44,-1.12,-0.35,1.66
84,2024-12-03,000063,31.55,31.14,31.57,30.80,744615,23.21,2.44,-1.46,-0.46,1.85
85,2024-12-02,000063,31.16,31.60,31.60,31.03,846871,26.55,1.83,1.41,0.44,2.10
86,2024-11-29,000063,30.66,31.16,31.53,30.58,799662,24.86,3.09,1.37,0.42,1.99
87,2024-11-28,000063,31.03,30.74,31.30,30.70,661399,20.48,1.93,-0.90,-0.28,1.64
88,2024-11-27,000063,30.20,31.02,31.03,30.20,737323,22.59,2.73,2.01,0.61,1.83
89,2024-11-26,000063,31.00,30.41,31.14,30.36,647084,19.89,2.55,-0.72,-0.22,1.61
90,2024-11-25,000063,30.81,30.63,31.07,30.04,984065,30.01,3.33,-1.03,-0.32,2.44
91,2024-11-22,000063,32.21,30.95,32.75,30.93,1323392,42.20,5.64,-4.15,-1.34,3.29
92,2024-11-21,000063,32.26,32.29,32.68,32.00,868293,28.08,2.10,-0.34,-0.11,2.16
93,2024-11-20,000063,32.21,32.40,32.66,32.12,1072339,34.67,1.66,-0.31,-0.10,2.66
94,2024-11-19,000063,32.46,32.50,32.62,31.35,1339492,42.95,3.93,0.65,0.21,3.33
95,2024-11-18,000063,33.34,32.29,33.51,32.07,1400844,45.87,4.37,-1.97,-0.65,3.48
96,2024-11-15,000063,33.18,32.94,34.16,32.89,1816138,60.72,3.82,-0.81,-0.27,4.51
97,2024-11-14,000063,35.15,33.21,35.38,33.13,2319455,79.05,6.35,-6.29,-2.23,5.76
98,2024-11-13,000063,34.45,35.44,36.25,34.42,2718257,96.34,5.26,1.84,0.64,6.75
99,2024-11-12,000063,36.06,34.80,36.41,34.35,3435301,121.37,5.71,-3.49,-1.26,8.53
100,2024-11-11,000063,32.86,36.06,36.06,32.52,2559714,88.13,10.80,10.01,3.28,6.36
101,2024-11-08,000063,32.35,32.78,33.91,32.21,2488118,82.40,5.34,2.92,0.93,6.18
102,2024-11-07,000063,30.89,31.85,31.88,30.80,1461598,45.74,3.45,1.72,0.54,3.63
103,2024-11-06,000063,31.07,31.31,32.40,30.76,2065713,64.94,5.28,0.74,0.23,5.13
104,2024-11-05,000063,30.27,31.08,31.16,30.11,1368791,42.19,3.47,2.57,0.78,3.40
105,2024-11-04,000063,29.73,30.30,30.43,29.72,778097,23.47,2.40,2.36,0.70,1.93
106,2024-11-01,000063,30.07,29.60,30.40,29.60,1013292,30.36,2.64,-2.25,-0.68,2.52
107,2024-10-31,000063,30.04,30.28,30.67,29.81,1146458,34.71,2.84,0.10,0.03,2.85
108,2024-10-30,000063,30.50,30.25,30.89,29.86,1339219,40.60,3.35,-1.72,-0.53,3.33
109,2024-10-29,000063,31.18,30.78,31.86,30.77,1484372,46.24,3.51,-0.84,-0.26,3.69
110,2024-10-28,000063,31.25,31.04,31.27,30.81,1054507,32.69,1.46,-1.15,-0.36,2.62
111,2024-10-25,000063,31.39,31.40,31.61,31.01,1445307,45.24,1.90,-0.48,-0.15,3.59
112,2024-10-24,000063,31.10,31.55,32.48,31.00,2663498,84.47,4.82,2.84,0.87,6.61
113,2024-10-23,000063,30.01,30.68,31.77,29.81,2025788,62.02,6.52,1.99,0.60,5.03
114,2024-10-22,000063,30.50,30.08,30.61,29.78,2250618,67.83,2.62,-5.14,-1.63,5.59
115,2024-10-21,000063,31.14,31.71,32.29,30.91,1642325,51.94,4.47,2.69,0.83,4.08
116,2024-10-18,000063,29.45,30.88,31.63,29.33,1711644,52.13,7.81,4.86,1.43,4.25
117,2024-10-17,000063,29.70,29.45,30.17,29.44,862595,25.73,2.48,0.03,0.01,2.14
118,2024-10-16,000063,29.44,29.44,29.97,29.29,861217,25.47,2.27,-1.80,-0.54,2.14
119,2024-10-15,000063,30.34,29.98,31.10,29.96,1155446,35.32,3.75,-1.41,-0.43,2.87
120,2024-10-14,000063,29.98,30.41,30.56,29.46,1176964,35.39,3.69,1.91,0.57,2.92
121,2024-10-11,000063,31.31,29.84,31.58,29.42,1668100,50.44,6.82,-5.72,-1.81,4.14
122,2024-10-10,000063,32.80,31.65,33.05,31.19,1710849,54.86,5.80,-1.25,-0.40,4.25
123,2024-10-09,000063,33.87,32.05,34.24,31.74,2690199,89.15,7.30,-6.48,-2.22,6.68
124,2024-10-08,000063,34.27,34.27,34.27,32.60,3165877,107.62,5.36,10.02,3.12,7.86
125,2024-09-30,000063,29.58,31.15,31.38,29.02,2869478,87.02,8.23,8.69,2.49,7.13
126,2024-09-27,000063,26.66,28.66,28.79,26.64,1913912,52.90,8.17,8.97,2.36,4.75
127,2024-09-26,000063,25.44,26.30,26.30,25.36,910927,23.57,3.69,3.22,0.82,2.26
128,2024-09-25,000063,25.69,25.48,26.10,25.39,984133,25.38,2.79,0.24,0.06,2.44
129,2024-09-24,000063,24.98,25.42,25.43,24.63,922583,23.17,3.21,2.09,0.52,2.29
